,word,gold,exact_match_ratio,prediction_count,prediction_ratio
47,NLI,NLI,0.7777777777777778,9,"[{'word': 'NLI', 'ratio': 0.7777777777777778}, {'word': '自然言語推論', 'ratio': 0.1111111111111111}, {'word': 'エヌエルアイ', 'ratio': 0.1111111111111111}]"
48,NLP,自然言語処理,0.7,10,"[{'word': '自然言語処理', 'ratio': 0.7}, {'word': 'NLP', 'ratio': 0.3}]"
49,OOV,OOV,0.1,10,"[{'word': 'PTA', 'ratio': 0.4}, {'word': '語彙外', 'ratio': 0.3}, {'word': 'オーヴ', 'ratio': 0.2}, {'word': 'OOV', 'ratio': 0.1}]"
50,PaLM,PaLM,0.2,10,"[{'word': 'パルム', 'ratio': 0.6}, {'word': 'PaLM', 'ratio': 0.2}, {'word': 'パーム', 'ratio': 0.2}]"
51,PubMed,PubMed,0.5,10,"[{'word': 'PubMed', 'ratio': 0.5}, {'word': 'パブメッド', 'ratio': 0.2}, {'word': 'パブコメ', 'ratio': 0.2}, {'word': 'プブメド', 'ratio': 0.1}]"
52,QA,QA,0.8,10,"[{'word': 'QA', 'ratio': 0.8}, {'word': '品質保証', 'ratio': 0.2}]"
53,QED,QED,0.3,10,"[{'word': 'は', 'ratio': 0.5}, {'word': 'QED', 'ratio': 0.3}, {'word': '量子電磁力学', 'ratio': 0.2}]"
54,QUOREF,QUOREF,0.2,10,"[{'word': 'クオレフ', 'ratio': 0.8}, {'word': 'QUOREF', 'ratio': 0.2}]"
55,REALM,REALM,0.4,10,"[{'word': 'REALM', 'ratio': 0.4}, {'word': 'レルム', 'ratio': 0.4}, {'word': 'リアルム', 'ratio': 0.2}]"
56,RGF,RGF,0.8,10,"[{'word': 'RGF', 'ratio': 0.8}, {'word': 'アールジーエフ', 'ratio': 0.2}]"
57,RNSum,RNSum,1.0,10,"[{'word': 'RNSum', 'ratio': 1.0}]"
58,ROUGE,ROUGE,0.4,10,"[{'word': 'ルージュ', 'ratio': 0.6}, {'word': 'ROUGE', 'ratio': 0.4}]"
59,SMCalFlow,SMCalFlow,1.0,10,"[{'word': 'SMCalFlow', 'ratio': 1.0}]"
60,SUTD,SUTD,0.9,10,"[{'word': 'SUTD', 'ratio': 0.9}, {'word': 'しけんたいしょうシステム', 'ratio': 0.1}]"
61,SVAMP,SVAMP,0.6,10,"[{'word': 'SVAMP', 'ratio': 0.6}, {'word': 'スポンジ', 'ratio': 0.3}, {'word': 'スヴァンプ', 'ratio': 0.1}]"
62,Semantic,意味論,0.0,10,"[{'word': 'セマンティック', 'ratio': 0.7}, {'word': '意味的', 'ratio': 0.2}, {'word': '意味論的', 'ratio': 0.1}]"
63,Similar,類似,0.8,10,"[{'word': '類似', 'ratio': 0.8}, {'word': '同様', 'ratio': 0.1}, {'word': '似ている', 'ratio': 0.1}]"
64,Therefore,したがって,0.8,10,"[{'word': 'したがって', 'ratio': 0.8}, {'word': '従って', 'ratio': 0.2}]"
65,TreeDST,TreeDST,0.1,10,"[{'word': 'ツリーDST', 'ratio': 0.8}, {'word': 'ツリーダイレクトストレージシステム', 'ratio': 0.1}, {'word': 'TreeDST', 'ratio': 0.1}]"
66,VALSE,VALSE,0.2,10,"[{'word': '間違い', 'ratio': 0.3}, {'word': 'バリュー', 'ratio': 0.2}, {'word': 'VALSE', 'ratio': 0.2}, {'word': 'ヴァルス', 'ratio': 0.1}, {'word': '偽物', 'ratio': 0.1}, {'word': 'バルス', 'ratio': 0.1}]"
67,VFL,VFL,0.7,10,"[{'word': 'VFL', 'ratio': 0.7}, {'word': 'ブイエフエル', 'ratio': 0.2}, {'word': 'ＶＦＬ', 'ratio': 0.1}]"
68,ViLBERT,ViLBERT,0.3,10,"[{'word': 'ビルバート', 'ratio': 0.5}, {'word': 'ViLBERT', 'ratio': 0.3}, {'word': 'ヴィルバート', 'ratio': 0.2}]"
69,VisualBERT,VisualBERT,0.8,10,"[{'word': 'VisualBERT', 'ratio': 0.8}, {'word': 'ビジュアルバート', 'ratio': 0.2}]"
70,Wikipedia,wikipedia,0.0,10,"[{'word': 'ウィキペディア', 'ratio': 1.0}]"
71,XLM,XLM,1.0,10,"[{'word': 'XLM', 'ratio': 1.0}]"
72,XLNet,XLNet,0.2,10,"[{'word': 'XLネット', 'ratio': 0.8}, {'word': 'XLNet', 'ratio': 0.2}]"
73,ablation,アブレーション,0.8,10,"[{'word': 'アブレーション', 'ratio': 0.8}, {'word': '切除', 'ratio': 0.2}]"
74,achieves,達成する,0.8,10,"[{'word': '達成する', 'ratio': 0.8}, {'word': '達成', 'ratio': 0.2}]"
75,adversarial,敵対的,0.8,10,"[{'word': '敵対的', 'ratio': 0.8}, {'word': '敵対的な', 'ratio': 0.2}]"
76,algorithm,アリゴリズム,0.0,10,"[{'word': 'アルゴリズム', 'ratio': 1.0}]"
77,algorithms,アリゴリズム,0.0,10,"[{'word': 'アルゴリズム', 'ratio': 1.0}]"
78,analysis,分析,1.0,10,"[{'word': '分析', 'ratio': 1.0}]"
79,annotated,注釈付き,0.9,10,"[{'word': '注釈付き', 'ratio': 0.9}, {'word': 'アノテーション済み', 'ratio': 0.1}]"
80,annotations,注釈,0.7,10,"[{'word': '注釈', 'ratio': 0.7}, {'word': 'アノテーション', 'ratio': 0.2}, {'word': 'コンメンタール', 'ratio': 0.1}]"
81,annotators,注釈者,0.2,10,"[{'word': 'アノテーター', 'ratio': 0.6}, {'word': '注釈者', 'ratio': 0.2}, {'word': 'annotators', 'ratio': 0.1}, {'word': 'アノテーターたち', 'ratio': 0.1}]"
82,answer,応答,0.0,10,"[{'word': '答え', 'ratio': 0.6}, {'word': '回答', 'ratio': 0.3}, {'word': '解答', 'ratio': 0.1}]"
83,approach,アプローチ,1.0,10,"[{'word': 'アプローチ', 'ratio': 1.0}]"
84,aspect,アスペクト,0.7,10,"[{'word': 'アスペクト', 'ratio': 0.7}, {'word': '側面', 'ratio': 0.3}]"
85,assessing,評価,0.9,10,"[{'word': '評価', 'ratio': 0.9}, {'word': '評価する', 'ratio': 0.1}]"
86,attention,アテンション,0.7,10,"[{'word': 'アテンション', 'ratio': 0.7}, {'word': '注意', 'ratio': 0.3}]"
87,augmented,強化された,0.0,10,"[{'word': '拡張された', 'ratio': 0.6}, {'word': '拡張', 'ratio': 0.3}, {'word': '増強された', 'ratio': 0.1}]"
88,automatic,自動,1.0,10,"[{'word': '自動', 'ratio': 1.0}]"
89,automatically,自動的に,1.0,10,"[{'word': '自動的に', 'ratio': 1.0}]"
90,baselines,ベースライン,1.0,9,"[{'word': 'ベースライン', 'ratio': 1.0}]"
91,biases,バイアス,0.7777777777777778,9,"[{'word': 'バイアス', 'ratio': 0.7777777777777778}, {'word': '偏見', 'ratio': 0.2222222222222222}]"
92,binary,バイナリ,0.6666666666666666,9,"[{'word': 'バイナリ', 'ratio': 0.6666666666666666}, {'word': '二進数', 'ratio': 0.1111111111111111}, {'word': 'ビナリゼーション', 'ratio': 0.1111111111111111}, {'word': '二項', 'ratio': 0.1111111111111111}]"
93,captions,キャプション,0.9,10,"[{'word': 'キャプション', 'ratio': 0.9}, {'word': 'Shashin-bun', 'ratio': 0.1}]"
94,classifier,類別詞,0.0,9,"[{'word': '分類器', 'ratio': 0.6666666666666666}, {'word': 'クラシファイア', 'ratio': 0.1111111111111111}, {'word': '分類子', 'ratio': 0.1111111111111111}, {'word': 'クラスファイア', 'ratio': 0.1111111111111111}]"
95,classifiers,類別詞,0.0,10,"[{'word': '分類器', 'ratio': 0.7}, {'word': 'クラシファイア', 'ratio': 0.1}, {'word': '分類子', 'ratio': 0.1}, {'word': 'クラスファイア', 'ratio': 0.1}]"
96,classifying,分類し,0.0,10,"[{'word': '分類', 'ratio': 0.9}, {'word': 'クラスフィリング', 'ratio': 0.1}]"
97,compared,比較して,0.0,9,"[{'word': '比較された', 'ratio': 0.6666666666666666}, {'word': '比較すると', 'ratio': 0.1111111111111111}, {'word': '比較した', 'ratio': 0.1111111111111111}, {'word': '比較', 'ratio': 0.1111111111111111}]"
98,compositionality,構成の可能性,0.0,9,"[{'word': '構成性', 'ratio': 0.6666666666666666}, {'word': 'コンポジション', 'ratio': 0.1111111111111111}, {'word': '構成的性質', 'ratio': 0.1111111111111111}, {'word': '合成性', 'ratio': 0.1111111111111111}]"
99,computation,計算,1.0,9,"[{'word': '計算', 'ratio': 1.0}]"
100,computational,計算,0.2,10,"[{'word': '計算的', 'ratio': 0.6}, {'word': '計算', 'ratio': 0.2}, {'word': 'コンピュテーショナル', 'ratio': 0.2}]"
101,context,文脈,0.0,10,"[{'word': 'コンテキスト', 'ratio': 0.8}, {'word': 'コンテクスト', 'ratio': 0.1}, {'word': 'コンテンツ選択', 'ratio': 0.1}]"
102,contexts,文脈,0.4444444444444444,9,"[{'word': 'コンテキスト', 'ratio': 0.5555555555555556}, {'word': '文脈', 'ratio': 0.4444444444444444}]"
103,contextualized,文脈で理解できる,0.0,9,"[{'word': 'コンテキスト化された', 'ratio': 0.3333333333333333}, {'word': '文脈化された', 'ratio': 0.2222222222222222}, {'word': 'コンテクスト化された', 'ratio': 0.2222222222222222}, {'word': '文脈的', 'ratio': 0.2222222222222222}]"
104,conversational,会話的,0.0,10,"[{'word': '会話型', 'ratio': 0.6}, {'word': '会話の', 'ratio': 0.2}, {'word': '会話的な', 'ratio': 0.1}, {'word': 'Kaidan-teki', 'ratio': 0.1}]"
105,coreference,同一指示,0.0,10,"[{'word': '共参照', 'ratio': 0.4}, {'word': 'コアレファレンス', 'ratio': 0.2}, {'word': '指示対象同定', 'ratio': 0.1}, {'word': '照応', 'ratio': 0.1}, {'word': 'Koa Shūhen', 'ratio': 0.1}, {'word': 'コアフェレンス', 'ratio': 0.1}]"
106,corpora,コーパス,0.9,10,"[{'word': 'コーパス', 'ratio': 0.9}, {'word': 'Korida', 'ratio': 0.1}]"
107,corpus,コーパス,0.9,10,"[{'word': 'コーパス', 'ratio': 0.9}, {'word': 'Korida', 'ratio': 0.1}]"
108,correlations,相関,0.8,10,"[{'word': '相関', 'ratio': 0.8}, {'word': '相関関係', 'ratio': 0.2}]"
109,corresponding,対応する,0.9,10,"[{'word': '対応する', 'ratio': 0.9}, {'word': '対応', 'ratio': 0.1}]"
110,counterfactual,非現実節,0.0,10,"[{'word': '反実仮想', 'ratio': 0.6}, {'word': '反事実', 'ratio': 0.3}, {'word': '偽事実', 'ratio': 0.1}]"
111,data,データ,1.0,10,"[{'word': 'データ', 'ratio': 1.0}]"
112,dataset,データセット,1.0,10,"[{'word': 'データセット', 'ratio': 1.0}]"
113,datasets,データセット,1.0,10,"[{'word': 'データセット', 'ratio': 1.0}]"
114,decoder,デコーダ,0.6,10,"[{'word': 'デコーダ', 'ratio': 0.6}, {'word': 'デコーダー', 'ratio': 0.4}]"
115,decoding,デコーディング,0.8,10,"[{'word': 'デコーディング', 'ratio': 0.8}, {'word': 'デコード', 'ratio': 0.1}, {'word': '認識', 'ratio': 0.1}]"
116,dependencies,依存性,0.0,10,"[{'word': '依存関係', 'ratio': 1.0}]"
117,distributions,分布,0.9,10,"[{'word': '分布', 'ratio': 0.9}, {'word': '分配金', 'ratio': 0.1}]"
118,documents,文章,0.0,10,"[{'word': '文書', 'ratio': 0.6}, {'word': 'ドキュメント', 'ratio': 0.3}, {'word': '書類', 'ratio': 0.1}]"
119,domains,ドメイン,1.0,10,"[{'word': 'ドメイン', 'ratio': 1.0}]"
120,downstream,下流,0.5,10,"[{'word': 'ダウンストリーム', 'ratio': 0.5}, {'word': '下流', 'ratio': 0.5}]"
121,edit,編集,0.9,10,"[{'word': '編集', 'ratio': 0.9}, {'word': 'エディット', 'ratio': 0.1}]"
122,embedding,埋込み,0.0,10,"[{'word': '埋め込み', 'ratio': 1.0}]"
123,embeddings,埋込み,0.0,10,"[{'word': '埋め込み', 'ratio': 1.0}]"
124,encode,エンコード,0.9,10,"[{'word': 'エンコード', 'ratio': 0.9}, {'word': 'コーディング', 'ratio': 0.1}]"
125,encoder,エンコーダ,0.9,10,"[{'word': 'エンコーダ', 'ratio': 0.9}, {'word': 'エンコーダー', 'ratio': 0.1}]"
126,encoders,エンコーダ,1.0,10,"[{'word': 'エンコーダ', 'ratio': 1.0}]"
127,encoding,エンコーディング,1.0,10,"[{'word': 'エンコーディング', 'ratio': 1.0}]"
128,entities,エンティティ,1.0,10,"[{'word': 'エンティティ', 'ratio': 1.0}]"
129,evaluation,評価,1.0,10,"[{'word': '評価', 'ratio': 1.0}]"
130,event,イベント,1.0,10,"[{'word': 'イベント', 'ratio': 1.0}]"
131,existing,既存の,0.7777777777777778,9,"[{'word': '既存の', 'ratio': 0.7777777777777778}, {'word': '既存', 'ratio': 0.2222222222222222}]"
132,extracted,抽出された,0.7777777777777778,9,"[{'word': '抽出された', 'ratio': 0.7777777777777778}, {'word': '抜粋', 'ratio': 0.2222222222222222}]"
133,extracting,抽出,0.8,10,"[{'word': '抽出', 'ratio': 0.8}, {'word': '抽出する', 'ratio': 0.2}]"
134,extraction,抽出,1.0,10,"[{'word': '抽出', 'ratio': 1.0}]"
135,extractive,抽出,0.0,10,"[{'word': '抽出的', 'ratio': 0.7}, {'word': '抽出的な', 'ratio': 0.2}, {'word': '抽出型', 'ratio': 0.1}]"
136,features,機能,0.0,10,"[{'word': '特徴', 'ratio': 0.7}, {'word': '特徴量', 'ratio': 0.3}]"
137,finetuning,微調整,0.3333333333333333,9,"[{'word': 'ファインチューニング', 'ratio': 0.5555555555555556}, {'word': '微調整', 'ratio': 0.3333333333333333}, {'word': 'フィナルトゥーニング', 'ratio': 0.1111111111111111}]"
138,generalize,一般化する,0.9,10,"[{'word': '一般化する', 'ratio': 0.9}, {'word': '総括', 'ratio': 0.1}]"
139,generated,生成された,1.0,10,"[{'word': '生成された', 'ratio': 1.0}]"
140,generating,生成,0.6,10,"[{'word': '生成', 'ratio': 0.6}, {'word': '生成する', 'ratio': 0.3}, {'word': '生成している', 'ratio': 0.1}]"
141,generation,生成,0.8,10,"[{'word': '生成', 'ratio': 0.8}, {'word': '世代', 'ratio': 0.2}]"
142,gradient,傾度,0.0,9,"[{'word': '勾配', 'ratio': 1.0}]"
143,grammar,文法,1.0,10,"[{'word': '文法', 'ratio': 1.0}]"
144,grammatical,文法的,0.6666666666666666,9,"[{'word': '文法的', 'ratio': 0.6666666666666666}, {'word': '文法的な', 'ratio': 0.3333333333333333}]"
145,graph,グラフ,1.0,9,"[{'word': 'グラフ', 'ratio': 1.0}]"
146,graphs,グラフ,1.0,9,"[{'word': 'グラフ', 'ratio': 1.0}]"
147,grounding,教育付け,0.0,9,"[{'word': 'グラウンディング', 'ratio': 0.5555555555555556}, {'word': '接地', 'ratio': 0.2222222222222222}, {'word': '基盤化', 'ratio': 0.1111111111111111}, {'word': 'Chikaku', 'ratio': 0.1111111111111111}]"
148,heuristic,ヒューリスティック,0.9,10,"[{'word': 'ヒューリスティック', 'ratio': 0.9}, {'word': '(Heurisutikku', 'ratio': 0.1}]"
149,human,人間の,0.0,10,"[{'word': '人間', 'ratio': 0.9}, {'word': '人間的', 'ratio': 0.1}]"
150,identifying,識別,0.1,10,"[{'word': '同定', 'ratio': 0.4}, {'word': '特定する', 'ratio': 0.2}, {'word': '判明', 'ratio': 0.2}, {'word': '識別', 'ratio': 0.1}, {'word': 'データセットの拡張', 'ratio': 0.1}]"
151,image,イメージ,0.2,10,"[{'word': '画像', 'ratio': 0.8}, {'word': 'イメージ', 'ratio': 0.2}]"
152,information,情報,0.9,10,"[{'word': '情報', 'ratio': 0.9}, {'word': 'インフォメーション', 'ratio': 0.1}]"
153,internet,インターネット,0.8888888888888888,9,"[{'word': 'インターネット', 'ratio': 0.8888888888888888}, {'word': 'internet', 'ratio': 0.1111111111111111}]"
154,interpretable,解釈可能,0.1,10,"[{'word': '解釈可能な', 'ratio': 0.7}, {'word': '可解釈', 'ratio': 0.2}, {'word': '解釈可能', 'ratio': 0.1}]"
155,knowledge,知識,1.0,10,"[{'word': '知識', 'ratio': 1.0}]"
156,labeled,ラベル付き,0.4,10,"[{'word': 'ラベル付けされた', 'ratio': 0.5}, {'word': 'ラベル付き', 'ratio': 0.4}, {'word': 'ラベルが貼られた', 'ratio': 0.1}]"
157,language,言語,1.0,10,"[{'word': '言語', 'ratio': 1.0}]"
158,languages,言語,1.0,10,"[{'word': '言語', 'ratio': 1.0}]"
159,large,大規模な,0.2,10,"[{'word': '大きな', 'ratio': 0.4}, {'word': '大きい', 'ratio': 0.2}, {'word': '大規模', 'ratio': 0.2}, {'word': '大規模な', 'ratio': 0.2}]"
160,learning,学習,1.0,10,"[{'word': '学習', 'ratio': 1.0}]"
161,lexical,語彙的,0.5,10,"[{'word': '語彙的', 'ratio': 0.5}, {'word': 'レキシカル', 'ratio': 0.2}, {'word': '語彙の', 'ratio': 0.2}, {'word': '語彙的な', 'ratio': 0.1}]"
162,linear,線形,0.8,10,"[{'word': '線形', 'ratio': 0.8}, {'word': 'リニア', 'ratio': 0.2}]"
163,linguistic,言語的,0.7,10,"[{'word': '言語的', 'ratio': 0.7}, {'word': '言語的な', 'ratio': 0.1}, {'word': '言語学的', 'ratio': 0.1}, {'word': '言語の', 'ratio': 0.1}]"
164,linguistics,言語学,1.0,10,"[{'word': '言語学', 'ratio': 1.0}]"
165,linked,リンクされた,0.9,10,"[{'word': 'リンクされた', 'ratio': 0.9}, {'word': '連動', 'ratio': 0.1}]"
166,manually,手動で,0.8,10,"[{'word': '手動で', 'ratio': 0.8}, {'word': 'マニュアル', 'ratio': 0.1}, {'word': '手動', 'ratio': 0.1}]"
167,meaning,意味,1.0,10,"[{'word': '意味', 'ratio': 1.0}]"
168,method,方法,0.6666666666666666,9,"[{'word': '方法', 'ratio': 0.6666666666666666}, {'word': '手法', 'ratio': 0.3333333333333333}]"
169,methods,方法,0.4444444444444444,9,"[{'word': '手法', 'ratio': 0.4444444444444444}, {'word': '方法', 'ratio': 0.4444444444444444}, {'word': 'メソッド', 'ratio': 0.1111111111111111}]"
170,metrics,メトリックス,0.0,10,"[{'word': 'メトリクス', 'ratio': 0.4}, {'word': 'メトリック', 'ratio': 0.4}, {'word': 'Metricsu', 'ratio': 0.1}, {'word': '指標', 'ratio': 0.1}]"
171,modalities,モダリティ,1.0,10,"[{'word': 'モダリティ', 'ratio': 1.0}]"
172,model,モデル,1.0,10,"[{'word': 'モデル', 'ratio': 1.0}]"
173,models,モデル,0.8888888888888888,9,"[{'word': 'モデル', 'ratio': 0.8888888888888888}, {'word': 'Mōdoru', 'ratio': 0.1111111111111111}]"
174,monolingual,単一言語,0.0,9,"[{'word': '単言語', 'ratio': 0.4444444444444444}, {'word': 'モノリンガル', 'ratio': 0.3333333333333333}, {'word': '単言語の', 'ratio': 0.2222222222222222}]"
175,morphemes,形態素,0.9,10,"[{'word': '形態素', 'ratio': 0.9}, {'word': 'morpheme', 'ratio': 0.1}]"
176,morphological,形態的,0.3,10,"[{'word': '形態論的', 'ratio': 0.3}, {'word': '形態的', 'ratio': 0.3}, {'word': '形態学的', 'ratio': 0.3}, {'word': '形態的な', 'ratio': 0.1}]"
177,morphologically,形態的に,0.7,10,"[{'word': '形態的に', 'ratio': 0.7}, {'word': '形態学的に', 'ratio': 0.2}, {'word': '形態論的に', 'ratio': 0.1}]"
178,motivated,動機づけられる,0.0,9,"[{'word': '動機付けられた', 'ratio': 0.4444444444444444}, {'word': '動機づけられた', 'ratio': 0.2222222222222222}, {'word': '意欲的', 'ratio': 0.1111111111111111}, {'word': 'やる気のある', 'ratio': 0.1111111111111111}, {'word': 'katsuryoku sareru', 'ratio': 0.1111111111111111}]"
179,multilingual,他言語,0.0,10,"[{'word': '多言語', 'ratio': 1.0}]"
180,multitask,マルチタスク,1.0,9,"[{'word': 'マルチタスク', 'ratio': 1.0}]"
181,named,挙げられた,0.0,10,"[{'word': '名前付き', 'ratio': 0.6}, {'word': '名付けられた', 'ratio': 0.3}, {'word': '名称付き', 'ratio': 0.1}]"
182,namely,すなわち,0.9,10,"[{'word': 'すなわち', 'ratio': 0.9}, {'word': 'namely', 'ratio': 0.1}]"
183,natural,自然な,0.4,10,"[{'word': '自然な', 'ratio': 0.4}, {'word': '自然', 'ratio': 0.4}, {'word': 'ナチュラル', 'ratio': 0.2}]"
184,neural,ニューラル,0.6,10,"[{'word': 'ニューラル', 'ratio': 0.6}, {'word': '神経の', 'ratio': 0.3}, {'word': '神経', 'ratio': 0.1}]"
185,news,ニュース,1.0,10,"[{'word': 'ニュース', 'ratio': 1.0}]"
186,newswire,ニュースワイヤー,0.5555555555555556,9,"[{'word': 'ニュースワイヤー', 'ratio': 0.5555555555555556}, {'word': 'ニュースワイヤ', 'ratio': 0.4444444444444444}]"
