,word,gold,exact_match_ratio,prediction_count,prediction_ratio
28,FLR,FLR,0.0,9,"[{'word': 'خفض الكمون النهائي', 'ratio': 0.2222222222222222}, {'word': 'مقياس FLR', 'ratio': 0.2222222222222222}, {'word': '**تقليل زمن التأخير النهائي (FLR', 'ratio': 0.1111111111111111}, {'word': 'تقليل الكمون النهائي', 'ratio': 0.1111111111111111}, {'word': 'مقياس تقليل الكمون النهائي', 'ratio': 0.1111111111111111}, {'word': 'مؤشر تقليص الكمون النهائي', 'ratio': 0.1111111111111111}, {'word': 'تخفيض الكمون النهائي', 'ratio': 0.1111111111111111}]"
29,FeSTE,FeSTE,0.625,8,"[{'word': 'FeSTE', 'ratio': 0.625}, {'word': 'فيس تي', 'ratio': 0.125}, {'word': 'تحويل فورييه السريع', 'ratio': 0.125}, {'word': 'فيستي', 'ratio': 0.125}]"
30,For,ل,0.0,8,"[{'word': 'من', 'ratio': 0.375}, {'word': 'على سبيل المثال', 'ratio': 0.25}, {'word': 'مثلاً', 'ratio': 0.125}, {'word': 'بالنسبة', 'ratio': 0.125}, {'word': 'لـ', 'ratio': 0.125}]"
31,French,فرنسي,0.5555555555555556,9,"[{'word': 'فرنسي', 'ratio': 0.5555555555555556}, {'word': 'الفرنسية', 'ratio': 0.2222222222222222}, {'word': 'تردد فورييه', 'ratio': 0.1111111111111111}, {'word': 'اللغة الفرنسية', 'ratio': 0.1111111111111111}]"
32,Furthermore,علاوة على ذلك,0.8888888888888888,9,"[{'word': 'علاوة على ذلك', 'ratio': 0.8888888888888888}, {'word': 'بالإضافة إلى', 'ratio': 0.1111111111111111}]"
33,GLUE,GLUE,0.3333333333333333,9,"[{'word': 'GLUE', 'ratio': 0.3333333333333333}, {'word': 'غراء', 'ratio': 0.2222222222222222}, {'word': 'جلو', 'ratio': 0.2222222222222222}, {'word': 'مؤشر', 'ratio': 0.1111111111111111}, {'word': 'مؤشر GLUE', 'ratio': 0.1111111111111111}]"
34,GPT,GPT,0.4444444444444444,9,"[{'word': 'GPT', 'ratio': 0.4444444444444444}, {'word': 'جي بي تي', 'ratio': 0.3333333333333333}, {'word': 'لا يوجد سياق كافٍ لترجمة هذا المصطلح', 'ratio': 0.1111111111111111}, {'word': 'نموذج GPT', 'ratio': 0.1111111111111111}]"
35,Hence,ومن ثم,0.3333333333333333,9,"[{'word': 'لذلك', 'ratio': 0.4444444444444444}, {'word': 'ومن ثم', 'ratio': 0.3333333333333333}, {'word': 'لذا', 'ratio': 0.1111111111111111}, {'word': 'وبالتالي', 'ratio': 0.1111111111111111}]"
36,ICLR,ICLR,0.375,8,"[{'word': 'ICLR', 'ratio': 0.375}, {'word': 'مؤتمر ICLR', 'ratio': 0.25}, {'word': 'البيانات الوصفية', 'ratio': 0.125}, {'word': 'اي سي ال ار', 'ratio': 0.125}, {'word': 'المؤتمر الدولي لتمثيل التعلم', 'ratio': 0.125}]"
37,IDF,IDF,0.0,9,"[{'word': 'تكرار المستندات', 'ratio': 0.1111111111111111}, {'word': 'توزيع المعلومات العكسي', 'ratio': 0.1111111111111111}, {'word': 'التردد العكسي في المستندات', 'ratio': 0.1111111111111111}, {'word': 'معامل الوثوقية العكسي', 'ratio': 0.1111111111111111}, {'word': 'تكرار الوثيقة', 'ratio': 0.1111111111111111}, {'word': 'التكرار العكسي للوثائق', 'ratio': 0.1111111111111111}, {'word': 'معيار تردد الوثيقة', 'ratio': 0.1111111111111111}, {'word': 'تكرار الوثيقة المعكوس', 'ratio': 0.1111111111111111}, {'word': 'TF-IDF', 'ratio': 0.1111111111111111}]"
38,KinyaBERT,KinyaBERT,0.0,8,"[{'word': 'كينيا بيرت', 'ratio': 0.5}, {'word': 'كينيابيرت', 'ratio': 0.25}, {'word': 'كينيا بERT', 'ratio': 0.125}, {'word': 'كينياBERT', 'ratio': 0.125}]"
39,LXMert,LXMert,0.7777777777777778,9,"[{'word': 'LXMert', 'ratio': 0.7777777777777778}, {'word': 'المتنبئ', 'ratio': 0.1111111111111111}, {'word': 'إل إكس ميرت', 'ratio': 0.1111111111111111}]"
40,LinCE,LinCE,0.1,10,"[{'word': 'لينس', 'ratio': 0.5}, {'word': 'لينسي', 'ratio': 0.3}, {'word': 'خسارة سوفتماكس', 'ratio': 0.1}, {'word': 'LinCE', 'ratio': 0.1}]"
41,MAWPS,MAWPS,0.875,8,"[{'word': 'MAWPS', 'ratio': 0.875}, {'word': 'ماوبس', 'ratio': 0.125}]"
42,MTDNN,MTDNN,0.875,8,"[{'word': 'MTDNN', 'ratio': 0.875}, {'word': 'إم تي دي إن إن', 'ratio': 0.125}]"
43,MathQA,MathQA,0.75,8,"[{'word': 'MathQA', 'ratio': 0.75}, {'word': 'ماث كيو ايه', 'ratio': 0.125}, {'word': 'ماث كيو إيه', 'ratio': 0.125}]"
44,Modeling,نمذجة,0.3333333333333333,9,"[{'word': 'النمذجة', 'ratio': 0.5555555555555556}, {'word': 'نمذجة', 'ratio': 0.3333333333333333}, {'word': 'نموذجية', 'ratio': 0.1111111111111111}]"
45,Moreover,وفضلا عن ذلك,0.0,9,"[{'word': 'علاوة على ذلك', 'ratio': 1.0}]"
46,Morphology,مورفولوجيا,0.0,8,"[{'word': 'علم الصرف', 'ratio': 0.375}, {'word': 'الصرف', 'ratio': 0.25}, {'word': 'التركيبية', 'ratio': 0.25}, {'word': 'سوفتبلس', 'ratio': 0.125}]"
47,NLI,NLI,0.25,8,"[{'word': 'NLI', 'ratio': 0.25}, {'word': 'الاستدلال اللغوي', 'ratio': 0.125}, {'word': 'نص الإدخال', 'ratio': 0.125}, {'word': 'التعرف على العلاقة المنطقية', 'ratio': 0.125}, {'word': 'الاستدلال اللغوي الطبيعي', 'ratio': 0.125}, {'word': 'استنتاج اللغة الطبيعية', 'ratio': 0.125}, {'word': 'معالجة اللغة الطبيعية', 'ratio': 0.125}]"
48,NLP,معالجة اللغة الطبيعية,0.7777777777777778,9,"[{'word': 'معالجة اللغة الطبيعية', 'ratio': 0.7777777777777778}, {'word': 'NLP', 'ratio': 0.1111111111111111}, {'word': 'نص الإدخال', 'ratio': 0.1111111111111111}]"
49,OOV,OOV,0.0,8,"[{'word': 'خارج المفردات', 'ratio': 0.75}, {'word': 'مقياس جيب التمام', 'ratio': 0.125}, {'word': 'كلمة غير موجودة', 'ratio': 0.125}]"
50,PaLM,PaLM,0.3333333333333333,9,"[{'word': 'PaLM', 'ratio': 0.3333333333333333}, {'word': 'بايلم', 'ratio': 0.2222222222222222}, {'word': 'باالم', 'ratio': 0.1111111111111111}, {'word': 'نظام الحوار الموجه نحو المهمة', 'ratio': 0.1111111111111111}, {'word': 'بايم', 'ratio': 0.1111111111111111}, {'word': 'بالم', 'ratio': 0.1111111111111111}]"
51,PubMed,PubMed,0.0,9,"[{'word': 'بوبمد', 'ratio': 0.3333333333333333}, {'word': 'ببمد', 'ratio': 0.2222222222222222}, {'word': 'بوب ميد', 'ratio': 0.2222222222222222}, {'word': 'حساب المتجهات', 'ratio': 0.1111111111111111}, {'word': 'الترجمة', 'ratio': 0.1111111111111111}]"
52,QA,ضمان الجودة,0.0,9,"[{'word': 'الأسئلة والأجوبة', 'ratio': 0.8888888888888888}, {'word': 'سؤال وإجابة', 'ratio': 0.1111111111111111}]"
53,QED,QED,0.6666666666666666,9,"[{'word': 'QED', 'ratio': 0.6666666666666666}, {'word': 'كمد', 'ratio': 0.1111111111111111}, {'word': 'كيو إي دي', 'ratio': 0.1111111111111111}, {'word': 'تحليل الاستفسارات', 'ratio': 0.1111111111111111}]"
54,QUOREF,QUOREF,0.6666666666666666,9,"[{'word': 'QUOREF', 'ratio': 0.6666666666666666}, {'word': 'كوريف', 'ratio': 0.2222222222222222}, {'word': 'قوريف', 'ratio': 0.1111111111111111}]"
55,REALM,REALM,0.625,8,"[{'word': 'REALM', 'ratio': 0.625}, {'word': 'تلاشي الوزن', 'ratio': 0.125}, {'word': 'عالم', 'ratio': 0.125}, {'word': 'ريلم', 'ratio': 0.125}]"
56,RGF,RGF,0.625,8,"[{'word': 'RGF', 'ratio': 0.625}, {'word': 'تلاشي الوزن', 'ratio': 0.125}, {'word': 'آر جي إف', 'ratio': 0.125}, {'word': 'استرجاع-توليد-تصفية', 'ratio': 0.125}]"
57,RNSum,RNSum,0.5555555555555556,9,"[{'word': 'RNSum', 'ratio': 0.5555555555555556}, {'word': 'رنسوم', 'ratio': 0.1111111111111111}, {'word': 'جمع RNS', 'ratio': 0.1111111111111111}, {'word': 'رنسم', 'ratio': 0.1111111111111111}, {'word': 'مجموع الشبكة العصبية المتكررة', 'ratio': 0.1111111111111111}]"
58,ROUGE,ROUGE,0.5555555555555556,9,"[{'word': 'ROUGE', 'ratio': 0.5555555555555556}, {'word': 'روج', 'ratio': 0.3333333333333333}, {'word': 'أحمر', 'ratio': 0.1111111111111111}]"
59,SMCalFlow,SMCalFlow,0.8571428571428571,7,"[{'word': 'SMCalFlow', 'ratio': 0.8571428571428571}, {'word': 'إس إم كال فلو', 'ratio': 0.14285714285714285}]"
60,SUTD,SUTD,0.8571428571428571,7,"[{'word': 'SUTD', 'ratio': 0.8571428571428571}, {'word': 'إس يو تي دي', 'ratio': 0.14285714285714285}]"
61,SVAMP,SVAMP,0.8571428571428571,7,"[{'word': 'SVAMP', 'ratio': 0.8571428571428571}, {'word': 'إس في إيه إم بي', 'ratio': 0.14285714285714285}]"
62,Semantic,الدلاليّة,0.0,9,"[{'word': 'دلالي', 'ratio': 0.8888888888888888}, {'word': 'التعلم من مثال واحد', 'ratio': 0.1111111111111111}]"
63,Similar,مماثلة,0.0,10,"[{'word': 'مشابه', 'ratio': 0.4}, {'word': 'مماثل', 'ratio': 0.4}, {'word': 'النموذج الخطي العام', 'ratio': 0.1}, {'word': 'مشابهتحليل القيم الفردية', 'ratio': 0.1}]"
64,Therefore,لذلك,0.8888888888888888,9,"[{'word': 'لذلك', 'ratio': 0.8888888888888888}, {'word': 'تلخيص النصوص', 'ratio': 0.1111111111111111}]"
65,TreeDST,TreeDST,0.4444444444444444,9,"[{'word': 'TreeDST', 'ratio': 0.4444444444444444}, {'word': 'مقياس جيب التمام', 'ratio': 0.1111111111111111}, {'word': 'شجرةالتوقيت الصيفي', 'ratio': 0.1111111111111111}, {'word': 'شجرةDST', 'ratio': 0.1111111111111111}, {'word': 'تري دي إس تي', 'ratio': 0.1111111111111111}, {'word': 'شجرة حالة الحوار', 'ratio': 0.1111111111111111}]"
66,VALSE,VALSE,0.25,8,"[{'word': 'فالس', 'ratio': 0.5}, {'word': 'VALSE', 'ratio': 0.25}, {'word': 'تمثيل متجه', 'ratio': 0.125}, {'word': 'فالز', 'ratio': 0.125}]"
67,VFL,VFL,0.375,8,"[{'word': 'VFL', 'ratio': 0.375}, {'word': 'دوري فيكتوريا لكرة القدم', 'ratio': 0.125}, {'word': 'تمثيل متجه', 'ratio': 0.125}, {'word': 'دوري فيكتوريا الأسترالي', 'ratio': 0.125}, {'word': 'الدوري الفيكتوري الأسترالي', 'ratio': 0.125}, {'word': 'في إف إل', 'ratio': 0.125}]"
68,ViLBERT,ViLBERT,0.1111111111111111,9,"[{'word': 'فيلبيرت', 'ratio': 0.3333333333333333}, {'word': 'فيلبرت', 'ratio': 0.2222222222222222}, {'word': 'ViLBERT', 'ratio': 0.1111111111111111}, {'word': 'فيليبرت', 'ratio': 0.1111111111111111}, {'word': 'لا يوجد سياق كافٍ لترجمة هذا المصطلح', 'ratio': 0.1111111111111111}, {'word': 'فيليبيرت', 'ratio': 0.1111111111111111}]"
69,VisualBERT,VisualBERT,0.1111111111111111,9,"[{'word': 'فيجوال بيرت', 'ratio': 0.2222222222222222}, {'word': 'فيزوال بيرت', 'ratio': 0.2222222222222222}, {'word': 'VisualBERT', 'ratio': 0.1111111111111111}, {'word': 'فيلبرت', 'ratio': 0.1111111111111111}, {'word': 'لا يوجد سياق كافٍ لترجمة هذا المصطلح', 'ratio': 0.1111111111111111}, {'word': 'فيزيوالبرت', 'ratio': 0.1111111111111111}, {'word': 'فيزوالبيرت', 'ratio': 0.1111111111111111}]"
70,Wikipedia,ويكيبيديا,0.8888888888888888,9,"[{'word': 'ويكيبيديا', 'ratio': 0.8888888888888888}, {'word': 'توزيع سوفتماكس', 'ratio': 0.1111111111111111}]"
71,XLM,XLM,0.4,10,"[{'word': 'إكس إل إم', 'ratio': 0.5}, {'word': 'XLM', 'ratio': 0.4}, {'word': 'نموذج اللغة المتعدد اللغات', 'ratio': 0.1}]"
72,XLNet,XLNet,0.3333333333333333,9,"[{'word': 'XLNet', 'ratio': 0.3333333333333333}, {'word': 'إكس إل نت', 'ratio': 0.2222222222222222}, {'word': 'إكسل نت', 'ratio': 0.2222222222222222}, {'word': 'المتنبئ', 'ratio': 0.1111111111111111}, {'word': 'اكس لام نت', 'ratio': 0.1111111111111111}]"
73,ablation,استئصال,0.0,9,"[{'word': 'إزالة', 'ratio': 0.3333333333333333}, {'word': 'تحليل الإزالة', 'ratio': 0.1111111111111111}, {'word': 'الاستئصال', 'ratio': 0.1111111111111111}, {'word': 'التحليل التصاعدي', 'ratio': 0.1111111111111111}, {'word': 'تجربة إبطال', 'ratio': 0.1111111111111111}, {'word': 'الاجتثاث', 'ratio': 0.1111111111111111}, {'word': 'الإزالة', 'ratio': 0.1111111111111111}]"
74,achieves,يحقق,0.9,10,"[{'word': 'يحقق', 'ratio': 0.9}, {'word': 'الاحتمالية التنبؤية', 'ratio': 0.1}]"
75,adversarial,عدائي,0.4444444444444444,9,"[{'word': 'عدائي', 'ratio': 0.4444444444444444}, {'word': 'خصمي', 'ratio': 0.2222222222222222}, {'word': 'خصومي', 'ratio': 0.1111111111111111}, {'word': 'شبكة هرم الميزات', 'ratio': 0.1111111111111111}, {'word': 'مضاد', 'ratio': 0.1111111111111111}]"
76,algorithm,خوارزمية,0.75,8,"[{'word': 'خوارزمية', 'ratio': 0.75}, {'word': 'الخوارزمية', 'ratio': 0.25}]"
77,algorithms,خوارزميات,0.0,9,"[{'word': 'الخوارزميات', 'ratio': 0.8888888888888888}, {'word': 'عدم اليقين العشوائي', 'ratio': 0.1111111111111111}]"
78,analysis,تحليل,0.5,10,"[{'word': 'تحليل', 'ratio': 0.5}, {'word': 'التحليل', 'ratio': 0.4}, {'word': 'نموذج فضاء متجه', 'ratio': 0.1}]"
79,annotated,مشروحة,0.0,9,"[{'word': 'مُعَلَّم', 'ratio': 0.6666666666666666}, {'word': 'محدد مسبق', 'ratio': 0.1111111111111111}, {'word': 'مُشَرَّح', 'ratio': 0.1111111111111111}, {'word': 'مُعَلّم', 'ratio': 0.1111111111111111}]"
80,annotations,تعليقات توضيحية,0.0,9,"[{'word': 'التعليقات', 'ratio': 0.3333333333333333}, {'word': 'التوضيحات', 'ratio': 0.3333333333333333}, {'word': 'التوازنات المرتبطة الخشنة', 'ratio': 0.1111111111111111}, {'word': 'التوسيمات', 'ratio': 0.1111111111111111}, {'word': 'تعليقات', 'ratio': 0.1111111111111111}]"
81,annotators,المعلقين,0.0,9,"[{'word': 'المُعَلِّمون', 'ratio': 0.3333333333333333}, {'word': 'المعلِّمين', 'ratio': 0.1111111111111111}, {'word': 'مُعَلِّم', 'ratio': 0.1111111111111111}, {'word': 'المُعَلِّقون', 'ratio': 0.1111111111111111}, {'word': 'المُشَرِّحون', 'ratio': 0.1111111111111111}, {'word': 'المُعَلِّمُون', 'ratio': 0.1111111111111111}, {'word': 'المُعَلِّمون', 'ratio': 0.1111111111111111}]"
82,answer,إجابة,0.6666666666666666,9,"[{'word': 'إجابة', 'ratio': 0.6666666666666666}, {'word': 'الإجابة', 'ratio': 0.2222222222222222}, {'word': 'مشفر الزخم', 'ratio': 0.1111111111111111}]"
83,approach,النهج,0.1111111111111111,9,"[{'word': 'نهج', 'ratio': 0.6666666666666666}, {'word': 'منهج', 'ratio': 0.1111111111111111}, {'word': 'فاست', 'ratio': 0.1111111111111111}, {'word': 'النهج', 'ratio': 0.1111111111111111}]"
84,aspect,جانب,0.6666666666666666,9,"[{'word': 'جانب', 'ratio': 0.6666666666666666}, {'word': 'الجانب', 'ratio': 0.2222222222222222}, {'word': 'الاحتمالية التنبؤية', 'ratio': 0.1111111111111111}]"
85,assessing,تقييم,0.75,8,"[{'word': 'تقييم', 'ratio': 0.75}, {'word': 'عدم اليقين', 'ratio': 0.125}, {'word': 'التقييم', 'ratio': 0.125}]"
86,attention,انتباه,0.0,8,"[{'word': 'الانتباه', 'ratio': 0.875}, {'word': 'التوزيع اللاحق التقديري', 'ratio': 0.125}]"
87,augmented,معزز,0.2222222222222222,9,"[{'word': 'مُعزز', 'ratio': 0.3333333333333333}, {'word': 'معزز', 'ratio': 0.2222222222222222}, {'word': 'الترميز التنبؤي', 'ratio': 0.1111111111111111}, {'word': 'مُعزَّز', 'ratio': 0.1111111111111111}, {'word': 'مُعزَّز', 'ratio': 0.1111111111111111}, {'word': 'مُعَزَّز', 'ratio': 0.1111111111111111}]"
88,automatic,تلقائي,0.875,8,"[{'word': 'تلقائي', 'ratio': 0.875}, {'word': 'الطرق', 'ratio': 0.125}]"
89,automatically,تلقائيًا,0.75,8,"[{'word': 'تلقائيًا', 'ratio': 0.75}, {'word': 'الطرق', 'ratio': 0.125}, {'word': 'تلقائياً', 'ratio': 0.125}]"
90,baselines,خطوط الأساس,0.0,8,"[{'word': 'أسس', 'ratio': 0.375}, {'word': 'الأساسيات', 'ratio': 0.375}, {'word': 'الأسس', 'ratio': 0.25}]"
91,biases,biases,0.0,9,"[{'word': 'الانحيازات', 'ratio': 0.2222222222222222}, {'word': 'التحيزات', 'ratio': 0.2222222222222222}, {'word': 'انحيازات', 'ratio': 0.2222222222222222}, {'word': 'التحيُّزات', 'ratio': 0.1111111111111111}, {'word': 'ميزات', 'ratio': 0.1111111111111111}, {'word': 'تحيزات', 'ratio': 0.1111111111111111}]"
92,binary,تصنيف ثنائي,0.0,8,"[{'word': 'ثنائي', 'ratio': 0.875}, {'word': 'المتجهات القابلة للتعلم', 'ratio': 0.125}]"
93,captions,التعليقات,0.0,10,"[{'word': 'التعليقات التوضيحية', 'ratio': 0.4}, {'word': 'التسميات', 'ratio': 0.2}, {'word': 'التسميات التوضيحية', 'ratio': 0.1}, {'word': 'تسميات', 'ratio': 0.1}, {'word': 'تسميات توضيحية', 'ratio': 0.1}, {'word': 'التوصيفات', 'ratio': 0.1}]"
94,classifier,مصنف,0.8888888888888888,9,"[{'word': 'مصنف', 'ratio': 0.8888888888888888}, {'word': 'المصنف', 'ratio': 0.1111111111111111}]"
95,classifiers,مصنفات,0.3333333333333333,9,"[{'word': 'مصنفات', 'ratio': 0.3333333333333333}, {'word': 'المصنفات', 'ratio': 0.2222222222222222}, {'word': 'المصنّفات', 'ratio': 0.1111111111111111}, {'word': 'مُصنّفات', 'ratio': 0.1111111111111111}, {'word': 'نموذج مخصص للمهمة', 'ratio': 0.1111111111111111}, {'word': 'المصنِّفون', 'ratio': 0.1111111111111111}]"
96,classifying,تصنيف,0.5555555555555556,9,"[{'word': 'تصنيف', 'ratio': 0.5555555555555556}, {'word': 'التصنيف', 'ratio': 0.3333333333333333}, {'word': 'نموذج مخصص للمهمة', 'ratio': 0.1111111111111111}]"
97,compared,مقارنة,0.7777777777777778,9,"[{'word': 'مقارنة', 'ratio': 0.7777777777777778}, {'word': 'مقارن', 'ratio': 0.2222222222222222}]"
98,compositionality,نمذجة التركيبة,0.0,9,"[{'word': 'التركيبية', 'ratio': 0.5555555555555556}, {'word': 'التأليفيّة', 'ratio': 0.1111111111111111}, {'word': 'وحدة تصاعدية', 'ratio': 0.1111111111111111}, {'word': 'التأليفية', 'ratio': 0.1111111111111111}, {'word': 'التأليف', 'ratio': 0.1111111111111111}]"
99,computation,حساب,0.1111111111111111,9,"[{'word': 'الحساب', 'ratio': 0.6666666666666666}, {'word': 'وحدة تصاعدية', 'ratio': 0.1111111111111111}, {'word': 'الحوسبة', 'ratio': 0.1111111111111111}, {'word': 'حساب', 'ratio': 0.1111111111111111}]"
100,computational,الحسابية,0.1111111111111111,9,"[{'word': 'الحوسبة', 'ratio': 0.4444444444444444}, {'word': 'حسابي', 'ratio': 0.2222222222222222}, {'word': 'الحسابي', 'ratio': 0.1111111111111111}, {'word': 'الحسابية', 'ratio': 0.1111111111111111}, {'word': 'حوسبي', 'ratio': 0.1111111111111111}]"
