,WorkerId,en_word,anno1_word,anno2_word,Answer.A,Answer.B,Answer.C,Answer.D,source
61,A2D6SB3TU1NYQ7,training,entraînement,formation,True,False,False,False,6060
62,A2D6SB3TU1NYQ7,pretrained,préentraîné,pré-formation,False,True,False,False,6060
63,A2D6SB3TU1NYQ7,graph,graphe,"graphique, diagramme",True,False,False,False,6060
64,A2D6SB3TU1NYQ7,computational,computationnel,informatique,False,False,True,False,6060
65,A1L8EGJ85A7DZR,grounding,ancrage,bases,False,True,False,False,6060
66,A1L8EGJ85A7DZR,training,entraînement,formation,True,False,False,False,6060
67,A1L8EGJ85A7DZR,pretrained,préentraîné,pré-formation,False,True,False,False,6060
68,A1L8EGJ85A7DZR,graph,graphe,"graphique, diagramme",True,False,False,False,6060
69,A1L8EGJ85A7DZR,computational,computationnel,informatique,False,False,True,False,6060
70,A3MF0MGWJJZ794,grounding,ancrage,bases,False,False,True,False,6060
71,A3MF0MGWJJZ794,training,entraînement,formation,False,False,False,True,6060
72,A3MF0MGWJJZ794,pretrained,préentraîné,pré-formation,False,False,True,False,6060
73,A3MF0MGWJJZ794,graph,graphe,"graphique, diagramme",False,False,False,True,6060
74,A3MF0MGWJJZ794,computational,computationnel,informatique,False,False,True,False,6060
75,AC4I7XU10MQXK,motivated,motivé,motivés,False,True,False,False,6060
76,AC4I7XU10MQXK,extractive,extractif,extraction,False,True,False,False,6060
77,AC4I7XU10MQXK,human,humain,civique,False,True,False,False,6060
78,AC4I7XU10MQXK,unseen,non vu,invisible,False,False,True,False,6060
79,AC4I7XU10MQXK,similarity,similarité,similitude,False,False,True,False,6060
80,A1U6UPXOFCXR24,motivated,motivé,motivés,False,True,False,False,6060
81,A1U6UPXOFCXR24,extractive,extractif,extraction,False,True,False,False,6060
82,A1U6UPXOFCXR24,human,humain,civique,True,False,False,False,6060
83,A1U6UPXOFCXR24,unseen,non vu,invisible,False,False,True,False,6060
84,A1U6UPXOFCXR24,similarity,similarité,similitude,False,False,True,False,6060
85,A3IG9HHR3NL9R0,motivated,motivé,motivés,False,True,False,False,6060
86,A3IG9HHR3NL9R0,extractive,extractif,extraction,False,True,False,False,6060
87,A3IG9HHR3NL9R0,human,humain,civique,False,True,False,False,6060
88,A3IG9HHR3NL9R0,unseen,non vu,invisible,False,False,True,False,6060
89,A3IG9HHR3NL9R0,similarity,similarité,similitude,False,False,True,False,6060
90,A2D6SB3TU1NYQ7,motivated,motivé,motivés,False,True,False,False,6060
91,A2D6SB3TU1NYQ7,extractive,extractif,extraction,False,True,False,False,6060
92,A2D6SB3TU1NYQ7,human,humain,civique,False,True,False,False,6060
93,A2D6SB3TU1NYQ7,unseen,non vu,invisible,False,False,True,False,6060
94,A2D6SB3TU1NYQ7,similarity,similarité,similitude,False,False,True,False,6060
95,A3Q32FL0WWF4KZ,motivated,motivé,motivés,False,True,False,False,6060
96,A3Q32FL0WWF4KZ,extractive,extractif,extraction,False,True,False,False,6060
97,A3Q32FL0WWF4KZ,human,humain,civique,False,True,False,False,6060
98,A3Q32FL0WWF4KZ,unseen,non vu,invisible,False,False,True,False,6060
99,A3Q32FL0WWF4KZ,similarity,similarité,similitude,False,False,True,False,6060
100,A3IG9HHR3NL9R0,FLR,réduction de latence finale,FLR,False,False,True,False,6060
101,A3IG9HHR3NL9R0,embeddings,embeddings,intégration,False,True,False,False,6060
102,A3IG9HHR3NL9R0,generalize,généraliser,généralise,True,False,False,False,6060
103,A3IG9HHR3NL9R0,gradient,gradient,pente,True,False,False,False,6060
104,A3IG9HHR3NL9R0,assessing,évaluation,évalution,False,True,False,False,6060
105,A251BWQW2F81FT,FLR,réduction de latence finale,FLR,False,False,True,False,6060
106,A251BWQW2F81FT,embeddings,embeddings,intégration,False,True,False,False,6060
107,A251BWQW2F81FT,generalize,généraliser,généralise,True,False,False,False,6060
108,A251BWQW2F81FT,gradient,gradient,pente,False,True,False,False,6060
109,A251BWQW2F81FT,assessing,évaluation,évalution,False,True,False,False,6060
110,A1L8EGJ85A7DZR,FLR,réduction de latence finale,FLR,False,False,True,False,6060
111,A1L8EGJ85A7DZR,embeddings,embeddings,intégration,False,True,False,False,6060
112,A1L8EGJ85A7DZR,generalize,généraliser,généralise,False,True,False,False,6060
113,A1L8EGJ85A7DZR,gradient,gradient,pente,False,True,False,False,6060
114,A1L8EGJ85A7DZR,assessing,évaluation,évalution,False,True,False,False,6060
115,A2E2FFMXS9F9KR,FLR,réduction de latence finale,FLR,False,False,True,False,6060
116,A2E2FFMXS9F9KR,embeddings,embeddings,intégration,False,True,False,False,6060
117,A2E2FFMXS9F9KR,generalize,généraliser,généralise,True,False,False,False,6060
118,A2E2FFMXS9F9KR,gradient,gradient,pente,False,True,False,False,6060
119,A2E2FFMXS9F9KR,assessing,évaluation,évalution,False,True,False,False,6060
120,A2MZEUP2ECO1AI,FLR,réduction de latence finale,FLR,False,True,False,False,6060
121,A2MZEUP2ECO1AI,embeddings,embeddings,intégration,False,True,False,False,6060
122,A2MZEUP2ECO1AI,generalize,généraliser,généralise,True,False,False,False,6060
123,A2MZEUP2ECO1AI,gradient,gradient,pente,False,True,False,False,6060
124,A2MZEUP2ECO1AI,assessing,évaluation,évalution,False,True,False,False,6060
125,A3IG9HHR3NL9R0,social,social,sociaux,True,False,False,False,6060
126,A3IG9HHR3NL9R0,pretraining,préentraînement,pré-formation,False,True,False,False,6060
127,A3IG9HHR3NL9R0,tagging,étiquetage,classification,False,True,False,False,6060
128,A3IG9HHR3NL9R0,morphologically,morphologiquement,morphologie,False,True,False,False,6060
129,A3IG9HHR3NL9R0,nodes,nœuds,nodules,False,True,False,False,6060
130,AWGV35294HOYB,social,social,sociaux,True,False,False,False,6060
131,AWGV35294HOYB,pretraining,préentraînement,pré-formation,False,True,False,False,6060
132,AWGV35294HOYB,tagging,étiquetage,classification,True,False,False,False,6060
133,AWGV35294HOYB,morphologically,morphologiquement,morphologie,False,True,False,False,6060
134,AWGV35294HOYB,nodes,nœuds,nodules,False,True,False,False,6060
135,A9M8N3BOH6013,social,social,sociaux,True,False,False,False,6060
136,A9M8N3BOH6013,pretraining,préentraînement,pré-formation,False,True,False,False,6060
137,A9M8N3BOH6013,tagging,étiquetage,classification,False,True,False,False,6060
138,A9M8N3BOH6013,morphologically,morphologiquement,morphologie,False,True,False,False,6060
139,A9M8N3BOH6013,nodes,nœuds,nodules,False,True,False,False,6060
140,A11B7MUC7UTFKN,social,social,sociaux,True,False,False,False,6060
141,A11B7MUC7UTFKN,pretraining,préentraînement,pré-formation,False,True,False,False,6060
142,A11B7MUC7UTFKN,tagging,étiquetage,classification,True,False,False,False,6060
143,A11B7MUC7UTFKN,morphologically,morphologiquement,morphologie,False,True,False,False,6060
144,A11B7MUC7UTFKN,nodes,nœuds,nodules,False,True,False,False,6060
145,A39PWDRYNY2WM0,social,social,sociaux,True,False,False,False,6060
146,A39PWDRYNY2WM0,pretraining,préentraînement,pré-formation,False,True,False,False,6060
147,A39PWDRYNY2WM0,tagging,étiquetage,classification,False,True,False,False,6060
148,A39PWDRYNY2WM0,morphologically,morphologiquement,morphologie,False,True,False,False,6060
149,A39PWDRYNY2WM0,nodes,nœuds,nodules,False,True,False,False,6060
150,A1PG4NZUVQMZUI,downstream,en aval,downstream,False,True,False,False,6060
151,A1PG4NZUVQMZUI,transformers,transformers,transformateurs,False,False,True,False,6060
152,A1PG4NZUVQMZUI,graphs,graphes,diagrammes,True,False,False,False,6060
153,A1PG4NZUVQMZUI,metrics,métriques,indicateurs,True,False,False,False,6060
154,A1PG4NZUVQMZUI,augmented,augmenté,amélioré,False,True,False,False,6060
155,A2GJB7TBZM91Z4,downstream,en aval,downstream,False,True,False,False,6060
156,A2GJB7TBZM91Z4,transformers,transformers,transformateurs,True,False,False,False,6060
157,A2GJB7TBZM91Z4,graphs,graphes,diagrammes,True,False,False,False,6060
158,A2GJB7TBZM91Z4,metrics,métriques,indicateurs,True,False,False,False,6060
159,A2GJB7TBZM91Z4,augmented,augmenté,amélioré,True,False,False,False,6060
160,A3MDTRJTDIDNX,downstream,en aval,downstream,False,True,False,False,6060
161,A3MDTRJTDIDNX,transformers,transformers,transformateurs,True,False,False,False,6060
162,A3MDTRJTDIDNX,graphs,graphes,diagrammes,True,False,False,False,6060
163,A3MDTRJTDIDNX,metrics,métriques,indicateurs,False,True,False,False,6060
164,A3MDTRJTDIDNX,augmented,augmenté,amélioré,False,True,False,False,6060
165,A2E2FFMXS9F9KR,downstream,en aval,downstream,False,True,False,False,6060
166,A2E2FFMXS9F9KR,transformers,transformers,transformateurs,False,False,True,False,6060
167,A2E2FFMXS9F9KR,graphs,graphes,diagrammes,True,False,False,False,6060
168,A2E2FFMXS9F9KR,metrics,métriques,indicateurs,False,True,False,False,6060
169,A2E2FFMXS9F9KR,augmented,augmenté,amélioré,True,False,False,False,6060
170,A2IFN9328HNXWC,downstream,en aval,downstream,False,True,False,False,6060
171,A2IFN9328HNXWC,transformers,transformers,transformateurs,False,False,True,False,6060
172,A2IFN9328HNXWC,graphs,graphes,diagrammes,True,False,False,False,6060
173,A2IFN9328HNXWC,metrics,métriques,indicateurs,True,False,False,False,6060
174,A2IFN9328HNXWC,augmented,augmenté,amélioré,False,True,False,False,6060
175,A3MDTRJTDIDNX,lexical,lexical,lexicale,True,False,False,False,6060
176,A3MDTRJTDIDNX,transformer,transformateur,conversion,False,True,False,False,6060
177,A3MDTRJTDIDNX,visual,visuel,visuelle,True,False,False,False,6060
178,A3MDTRJTDIDNX,multitask,multitâche,multi-tâches,True,False,False,False,6060
179,A3MDTRJTDIDNX,correlations,corrélations,corrélation,False,True,False,False,6060
180,A3OAFR48DADAOM,lexical,lexical,lexicale,True,False,False,False,6060
181,A3OAFR48DADAOM,transformer,transformateur,conversion,False,True,False,False,6060
182,A3OAFR48DADAOM,visual,visuel,visuelle,True,False,False,False,6060
183,A3OAFR48DADAOM,multitask,multitâche,multi-tâches,True,False,False,False,6060
184,A3OAFR48DADAOM,correlations,corrélations,corrélation,False,True,False,False,6060
185,A2FXDEKCCUT9OJ,lexical,lexical,lexicale,True,False,False,False,6060
186,A2FXDEKCCUT9OJ,transformer,transformateur,conversion,False,True,False,False,6060
187,A2FXDEKCCUT9OJ,visual,visuel,visuelle,True,False,False,False,6060
188,A2FXDEKCCUT9OJ,multitask,multitâche,multi-tâches,True,False,False,False,6060
189,A2FXDEKCCUT9OJ,correlations,corrélations,corrélation,True,False,False,False,6060
190,A13QHI6P2C910K,lexical,lexical,lexicale,True,False,False,False,6060
191,A13QHI6P2C910K,transformer,transformateur,conversion,False,True,False,False,6060
192,A13QHI6P2C910K,visual,visuel,visuelle,True,False,False,False,6060
193,A13QHI6P2C910K,multitask,multitâche,multi-tâches,True,False,False,False,6060
194,A13QHI6P2C910K,correlations,corrélations,corrélation,True,False,False,False,6060
195,A3MF0MGWJJZ794,lexical,lexical,lexicale,False,False,False,False,6060
196,A3MF0MGWJJZ794,transformer,transformateur,conversion,False,False,False,True,6060
197,A3MF0MGWJJZ794,visual,visuel,visuelle,False,False,True,False,6060
198,A3MF0MGWJJZ794,multitask,multitâche,multi-tâches,False,False,False,True,6060
199,A3MF0MGWJJZ794,correlations,corrélations,corrélation,False,False,True,False,6060
200,A39PWDRYNY2WM0,speech,parole,dicours,False,True,False,False,6060
201,A39PWDRYNY2WM0,phrase,phrase,phrases,True,False,False,False,6060
202,A39PWDRYNY2WM0,datasets,jeux de données,données,False,True,False,False,6060
203,A39PWDRYNY2WM0,BERT,BERT,Représentations d'encodeurs bidirectionnels à partir de transformateurs,True,False,False,False,6060
204,A39PWDRYNY2WM0,qualitative,qualitatif,qualitative,True,False,False,False,6060
205,A251BWQW2F81FT,speech,parole,dicours,False,True,False,False,6060
206,A251BWQW2F81FT,phrase,phrase,phrases,True,False,False,False,6060
207,A251BWQW2F81FT,datasets,jeux de données,données,False,True,False,False,6060
208,A251BWQW2F81FT,BERT,BERT,Représentations d'encodeurs bidirectionnels à partir de transformateurs,False,True,False,False,6060
209,A251BWQW2F81FT,qualitative,qualitatif,qualitative,True,False,False,False,6060
210,A3Q32FL0WWF4KZ,speech,parole,dicours,False,True,False,False,6060
211,A3Q32FL0WWF4KZ,phrase,phrase,phrases,True,False,False,False,6060
212,A3Q32FL0WWF4KZ,datasets,jeux de données,données,False,True,False,False,6060
213,A3Q32FL0WWF4KZ,BERT,BERT,Représentations d'encodeurs bidirectionnels à partir de transformateurs,True,False,False,False,6060
214,A3Q32FL0WWF4KZ,qualitative,qualitatif,qualitative,True,False,False,False,6060
215,A3OAFR48DADAOM,speech,parole,dicours,True,False,False,False,6060
216,A3OAFR48DADAOM,phrase,phrase,phrases,False,True,False,False,6060
217,A3OAFR48DADAOM,datasets,jeux de données,données,False,True,False,False,6060
218,A3OAFR48DADAOM,BERT,BERT,Représentations d'encodeurs bidirectionnels à partir de transformateurs,False,False,True,False,6060
219,A3OAFR48DADAOM,qualitative,qualitatif,qualitative,True,False,False,False,6060
220,A2GJB7TBZM91Z4,speech,parole,dicours,False,True,False,False,6060
221,A2GJB7TBZM91Z4,phrase,phrase,phrases,True,False,False,False,6060
222,A2GJB7TBZM91Z4,datasets,jeux de données,données,False,True,False,False,6060
223,A2GJB7TBZM91Z4,BERT,BERT,Représentations d'encodeurs bidirectionnels à partir de transformateurs,False,True,False,False,6060
224,A2GJB7TBZM91Z4,qualitative,qualitatif,qualitative,True,False,False,False,6060
225,A1XD6THGBT1T9T,retrieved,récupéré,récupérés,True,False,False,False,6060
226,A1XD6THGBT1T9T,tokens,tokens,gages,False,True,False,False,6060
227,A1XD6THGBT1T9T,edit,modification,édition,True,False,False,False,6060
228,A1XD6THGBT1T9T,news,actualités,nouvelles,True,False,False,False,6060
229,A1XD6THGBT1T9T,adversarial,adversarial,antagoniste,False,False,True,False,6060
230,A2FXDEKCCUT9OJ,retrieved,récupéré,récupérés,True,False,False,False,6060
231,A2FXDEKCCUT9OJ,tokens,tokens,gages,False,True,False,False,6060
232,A2FXDEKCCUT9OJ,edit,modification,édition,True,False,False,False,6060
233,A2FXDEKCCUT9OJ,news,actualités,nouvelles,True,False,False,False,6060
234,A2FXDEKCCUT9OJ,adversarial,adversarial,antagoniste,False,False,True,False,6060
235,A3EKM55NFX1H6B,retrieved,récupéré,récupérés,False,True,False,False,6060
236,A3EKM55NFX1H6B,tokens,tokens,gages,True,False,False,False,6060
237,A3EKM55NFX1H6B,edit,modification,édition,True,False,False,False,6060
238,A3EKM55NFX1H6B,news,actualités,nouvelles,True,False,False,False,6060
239,A3EKM55NFX1H6B,adversarial,adversarial,antagoniste,False,False,True,False,6060
240,A3MDTRJTDIDNX,retrieved,récupéré,récupérés,True,False,False,False,6060
241,A3MDTRJTDIDNX,tokens,tokens,gages,False,True,False,False,6060
242,A3MDTRJTDIDNX,edit,modification,édition,True,False,False,False,6060
243,A3MDTRJTDIDNX,news,actualités,nouvelles,True,False,False,False,6060
244,A3MDTRJTDIDNX,adversarial,adversarial,antagoniste,False,False,True,False,6060
245,A2P8U65V6NL7B5,retrieved,récupéré,récupérés,False,True,False,False,6060
246,A2P8U65V6NL7B5,tokens,tokens,gages,False,False,False,True,6060
247,A2P8U65V6NL7B5,edit,modification,édition,True,False,False,False,6060
248,A2P8U65V6NL7B5,news,actualités,nouvelles,True,False,False,False,6060
249,A2P8U65V6NL7B5,adversarial,adversarial,antagoniste,False,False,True,False,6060
250,A9M8N3BOH6013,sentiment,sentiment,émotionel,True,False,False,False,6060
251,A9M8N3BOH6013,Hence,Par conséquent,donc,True,False,False,False,6060
252,A9M8N3BOH6013,predicates,prédicats,prédicat,True,False,False,False,6060
253,A9M8N3BOH6013,event,événement,activité,False,True,False,False,6060
254,A9M8N3BOH6013,simultaneous,simultané,simultanée,True,False,False,False,6060
255,A2FXDEKCCUT9OJ,sentiment,sentiment,émotionel,True,False,False,False,6060
256,A2FXDEKCCUT9OJ,Hence,Par conséquent,donc,True,False,False,False,6060
257,A2FXDEKCCUT9OJ,predicates,prédicats,prédicat,False,True,False,False,6060
258,A2FXDEKCCUT9OJ,event,événement,activité,False,True,False,False,6060
259,A2FXDEKCCUT9OJ,simultaneous,simultané,simultanée,True,False,False,False,6060
260,A2GJB7TBZM91Z4,sentiment,sentiment,émotionel,True,False,False,False,6060
261,A2GJB7TBZM91Z4,Hence,Par conséquent,donc,True,False,False,False,6060
262,A2GJB7TBZM91Z4,predicates,prédicats,prédicat,False,True,False,False,6060
263,A2GJB7TBZM91Z4,event,événement,activité,False,True,False,False,6060
264,A2GJB7TBZM91Z4,simultaneous,simultané,simultanée,True,False,False,False,6060
265,A186ORPGIU3WNL,sentiment,sentiment,émotionel,True,False,False,False,6060
266,A186ORPGIU3WNL,Hence,Par conséquent,donc,True,False,False,False,6060
267,A186ORPGIU3WNL,predicates,prédicats,prédicat,False,True,False,False,6060
268,A186ORPGIU3WNL,event,événement,activité,True,False,False,False,6060
269,A186ORPGIU3WNL,simultaneous,simultané,simultanée,False,True,False,False,6060
270,A19I2ZK220NTAE,sentiment,sentiment,émotionel,True,False,False,False,6060
271,A19I2ZK220NTAE,Hence,Par conséquent,donc,True,False,False,False,6060
272,A19I2ZK220NTAE,predicates,prédicats,prédicat,False,True,False,False,6060
273,A19I2ZK220NTAE,event,événement,activité,True,False,False,False,6060
274,A19I2ZK220NTAE,simultaneous,simultané,simultanée,True,False,False,False,6060
275,A1XD6THGBT1T9T,semantics,sémantique,sémantiques,True,False,False,False,6060
276,A1XD6THGBT1T9T,research,recherche,recherches,False,False,False,False,6060
277,A1XD6THGBT1T9T,generated,généré,générés,True,False,False,False,6060
278,A1XD6THGBT1T9T,baselines,références,bases,True,False,False,False,6060
279,A1XD6THGBT1T9T,parsing,analyse,analyse syntaxique,False,False,True,False,6060
280,A19I2ZK220NTAE,semantics,sémantique,sémantiques,False,True,False,False,6060
281,A19I2ZK220NTAE,research,recherche,recherches,True,False,False,False,6060
282,A19I2ZK220NTAE,generated,généré,générés,False,True,False,False,6060
283,A19I2ZK220NTAE,baselines,références,bases,False,False,True,False,6060
284,A19I2ZK220NTAE,parsing,analyse,analyse syntaxique,False,False,True,False,6060
285,A38SYZRVLTMOFG,semantics,sémantique,sémantiques,False,True,False,False,6060
286,A38SYZRVLTMOFG,research,recherche,recherches,True,False,False,False,6060
287,A38SYZRVLTMOFG,generated,généré,générés,False,True,False,False,6060
288,A38SYZRVLTMOFG,baselines,références,bases,False,False,True,False,6060
289,A38SYZRVLTMOFG,parsing,analyse,analyse syntaxique,False,False,True,False,6060
290,A3HSZ9YLOBCCPR,semantics,sémantique,sémantiques,False,True,False,False,6060
291,A3HSZ9YLOBCCPR,research,recherche,recherches,False,True,False,False,6060
292,A3HSZ9YLOBCCPR,generated,généré,générés,False,True,False,False,6060
293,A3HSZ9YLOBCCPR,baselines,références,bases,False,False,True,False,6060
294,A3HSZ9YLOBCCPR,parsing,analyse,analyse syntaxique,False,False,True,False,6060
295,AWPXR7XE6B8KD,semantics,sémantique,sémantiques,True,False,False,False,6060
296,AWPXR7XE6B8KD,research,recherche,recherches,True,False,False,False,6060
297,AWPXR7XE6B8KD,generated,généré,générés,True,False,False,False,6060
298,AWPXR7XE6B8KD,baselines,références,bases,False,True,False,False,6060
299,AWPXR7XE6B8KD,parsing,analyse,analyse syntaxique,False,False,True,False,6060
300,A3R5K7A8US5PDE,linguistics,linguistique,linguistiques,False,True,False,False,6060
301,A3R5K7A8US5PDE,previous,précédent,antérieur,False,False,True,False,6060
302,A3R5K7A8US5PDE,encode,encoder,encode,False,False,True,False,6060
303,A3R5K7A8US5PDE,finetuning,ajustement fin,raffinement,False,False,True,False,6060
304,A3R5K7A8US5PDE,propose,proposer,proposé,False,False,True,False,6060
305,ASML73P0NOOVV,linguistics,linguistique,linguistiques,True,False,False,False,6060
306,ASML73P0NOOVV,previous,précédent,antérieur,True,False,False,False,6060
307,ASML73P0NOOVV,encode,encoder,encode,False,True,False,False,6060
308,ASML73P0NOOVV,finetuning,ajustement fin,raffinement,False,True,False,False,6060
309,ASML73P0NOOVV,propose,proposer,proposé,False,True,False,False,6060
310,A11B7MUC7UTFKN,linguistics,linguistique,linguistiques,False,True,False,False,6060
311,A11B7MUC7UTFKN,previous,précédent,antérieur,True,False,False,False,6060
312,A11B7MUC7UTFKN,encode,encoder,encode,False,True,False,False,6060
313,A11B7MUC7UTFKN,finetuning,ajustement fin,raffinement,False,True,False,False,6060
314,A11B7MUC7UTFKN,propose,proposer,proposé,False,True,False,False,6060
315,A2MZEUP2ECO1AI,linguistics,linguistique,linguistiques,False,True,False,False,6060
316,A2MZEUP2ECO1AI,previous,précédent,antérieur,True,False,False,False,6060
317,A2MZEUP2ECO1AI,encode,encoder,encode,False,True,False,False,6060
318,A2MZEUP2ECO1AI,finetuning,ajustement fin,raffinement,False,True,False,False,6060
319,A2MZEUP2ECO1AI,propose,proposer,proposé,True,False,False,False,6060
320,A9M8N3BOH6013,linguistics,linguistique,linguistiques,False,True,False,False,6060
321,A9M8N3BOH6013,previous,précédent,antérieur,True,False,False,False,6060
322,A9M8N3BOH6013,encode,encoder,encode,False,True,False,False,6060
323,A9M8N3BOH6013,finetuning,ajustement fin,raffinement,True,False,False,False,6060
324,A9M8N3BOH6013,propose,proposer,proposé,False,True,False,False,6060
325,A3Q32FL0WWF4KZ,linked,lié,liées,True,False,False,False,6060
326,A3Q32FL0WWF4KZ,neural,neural,neuronal,False,False,True,False,6060
327,A3Q32FL0WWF4KZ,problem,problème,problèmes,True,False,False,False,6060
328,A3Q32FL0WWF4KZ,dataset,ensemble de données,données,False,True,False,False,6060
329,A3Q32FL0WWF4KZ,achieves,atteint,performance,False,False,False,True,6060
330,A3SC8IBRLEFRUP,linked,lié,liées,False,True,False,False,6060
331,A3SC8IBRLEFRUP,neural,neural,neuronal,False,True,False,False,6060
332,A3SC8IBRLEFRUP,problem,problème,problèmes,False,False,True,False,6060
333,A3SC8IBRLEFRUP,dataset,ensemble de données,données,False,True,False,False,6060
334,A3SC8IBRLEFRUP,achieves,atteint,performance,False,True,False,False,6060
335,A2FXDEKCCUT9OJ,linked,lié,liées,False,True,False,False,6060
336,A2FXDEKCCUT9OJ,neural,neural,neuronal,False,False,True,False,6060
337,A2FXDEKCCUT9OJ,problem,problème,problèmes,True,False,False,False,6060
338,A2FXDEKCCUT9OJ,dataset,ensemble de données,données,False,True,False,False,6060
339,A2FXDEKCCUT9OJ,achieves,atteint,performance,False,False,False,True,6060
340,A2GJB7TBZM91Z4,linked,lié,liées,True,False,False,False,6060
341,A2GJB7TBZM91Z4,neural,neural,neuronal,False,False,True,False,6060
