,word,gold,exact_match_ratio,prediction_count,prediction_ratio
18,CLIP,CLIP,0.2222222222222222,9,"[{'word': 'CLIP', 'ratio': 0.2222222222222222}, {'word': '夾子', 'ratio': 0.1111111111111111}, {'word': '对比语言-图像预训练模型', 'ratio': 0.1111111111111111}, {'word': '常见的缩写，具体含义需根据上下文而定', 'ratio': 0.1111111111111111}, {'word': '视觉语言预训练模型', 'ratio': 0.1111111111111111}, {'word': '对比语言-图像预训练模型）', 'ratio': 0.1111111111111111}, {'word': '具体含义需根据上下文确定', 'ratio': 0.1111111111111111}, {'word': '夹子', 'ratio': 0.1111111111111111}]"
19,CLS,CLS,0.4444444444444444,9,"[{'word': 'CLS', 'ratio': 0.4444444444444444}, {'word': '分类器', 'ratio': 0.1111111111111111}, {'word': '常见的缩写，具体含义需根据上下文而定', 'ratio': 0.1111111111111111}, {'word': '分类标签', 'ratio': 0.1111111111111111}, {'word': '分类标记）', 'ratio': 0.1111111111111111}, {'word': '具体含义需根据上下文确定', 'ratio': 0.1111111111111111}]"
20,CONLL,CoNLL,0.0,8,"[{'word': 'CONLL', 'ratio': 0.25}, {'word': '康利', 'ratio': 0.125}, {'word': '会议自然语言处理格式', 'ratio': 0.125}, {'word': '会议自然语言处理与计算语言学', 'ratio': 0.125}, {'word': '会议论文集格式', 'ratio': 0.125}, {'word': '具体含义需根据上下文确定', 'ratio': 0.125}, {'word': '康莱尔', 'ratio': 0.125}]"
21,CRF,CRF,0.0,8,"[{'word': '条件随机场', 'ratio': 0.875}, {'word': '病例报告表', 'ratio': 0.125}]"
22,CamemBERT,CamemBERT,0.6666666666666666,9,"[{'word': 'CamemBERT', 'ratio': 0.6666666666666666}, {'word': 'CamemBERT模型', 'ratio': 0.2222222222222222}, {'word': '卡門伯特', 'ratio': 0.1111111111111111}]"
23,Clustering,聚类,1.0,9,"[{'word': '聚类', 'ratio': 1.0}]"
24,CodeBERT,CodeBERT,0.7777777777777778,9,"[{'word': 'CodeBERT', 'ratio': 0.7777777777777778}, {'word': '代碼BERT', 'ratio': 0.1111111111111111}, {'word': '代码BERT', 'ratio': 0.1111111111111111}]"
25,Detecting,检测,1.0,10,"[{'word': '检测', 'ratio': 1.0}]"
26,Dialogue,对话,1.0,10,"[{'word': '对话', 'ratio': 1.0}]"
27,English,英语,1.0,9,"[{'word': '英语', 'ratio': 1.0}]"
28,FLR,FLR,0.1111111111111111,9,"[{'word': '最终延迟减少', 'ratio': 0.8888888888888888}, {'word': 'FLR', 'ratio': 0.1111111111111111}]"
29,FeSTE,FeSTE,0.8,10,"[{'word': 'FeSTE', 'ratio': 0.8}, {'word': '派对', 'ratio': 0.1}, {'word': 'dont know', 'ratio': 0.1}]"
30,For,针对,0.0,9,"[{'word': '例如', 'ratio': 0.6666666666666666}, {'word': '对于', 'ratio': 0.2222222222222222}, {'word': '为了', 'ratio': 0.1111111111111111}]"
31,French,法语,1.0,9,"[{'word': '法语', 'ratio': 1.0}]"
32,Furthermore,此外,1.0,10,"[{'word': '此外', 'ratio': 1.0}]"
33,GLUE,GLUE,0.3333333333333333,9,"[{'word': 'GLUE', 'ratio': 0.3333333333333333}, {'word': 'GLUE基准', 'ratio': 0.2222222222222222}, {'word': '胶水', 'ratio': 0.2222222222222222}, {'word': '基准', 'ratio': 0.1111111111111111}, {'word': '通用语言理解评估', 'ratio': 0.1111111111111111}]"
34,GPT,GPT,0.7,10,"[{'word': 'GPT', 'ratio': 0.7}, {'word': '生成预训练变换器', 'ratio': 0.2}, {'word': '生成预训练变换器）', 'ratio': 0.1}]"
35,Hence,因此,0.9,10,"[{'word': '因此', 'ratio': 0.9}, {'word': 'Hence', 'ratio': 0.1}]"
36,ICLR,ICLR,0.4444444444444444,9,"[{'word': 'ICLR', 'ratio': 0.4444444444444444}, {'word': '国际学习表示会议', 'ratio': 0.3333333333333333}, {'word': '国际学习表征会议', 'ratio': 0.2222222222222222}]"
37,IDF,IDF,0.0,9,"[{'word': '逆文档频率', 'ratio': 1.0}]"
38,KinyaBERT,KinyaBERT,0.7777777777777778,9,"[{'word': 'KinyaBERT', 'ratio': 0.7777777777777778}, {'word': '基于形态学的基尼亚语模型', 'ratio': 0.1111111111111111}, {'word': '基于形态学的基尼亚卢旺达语言模型', 'ratio': 0.1111111111111111}]"
39,LXMert,LXMert,0.8888888888888888,9,"[{'word': 'LXMert', 'ratio': 0.8888888888888888}, {'word': 'LXMERT', 'ratio': 0.1111111111111111}]"
40,LinCE,LinCE,0.1111111111111111,9,"[{'word': 'LinCE 数据集', 'ratio': 0.3333333333333333}, {'word': '林CE', 'ratio': 0.1111111111111111}, {'word': 'LinCE', 'ratio': 0.1111111111111111}, {'word': 'LinCE代码切换数据集', 'ratio': 0.1111111111111111}, {'word': 'LinCE数据集', 'ratio': 0.1111111111111111}, {'word': 'LinCE代码转换数据集', 'ratio': 0.1111111111111111}, {'word': '具体含义需根据上下文确定', 'ratio': 0.1111111111111111}]"
41,MAWPS,MAWPS,0.6666666666666666,9,"[{'word': 'MAWPS', 'ratio': 0.6666666666666666}, {'word': '移動平均水位控制系統', 'ratio': 0.1111111111111111}, {'word': '数学文本题求解器', 'ratio': 0.1111111111111111}, {'word': '具体含义需根据上下文确定', 'ratio': 0.1111111111111111}]"
42,MTDNN,MTDNN,0.6666666666666666,9,"[{'word': 'MTDNN', 'ratio': 0.6666666666666666}, {'word': 'MTD神經網絡', 'ratio': 0.1111111111111111}, {'word': '多任务深度神经网络', 'ratio': 0.1111111111111111}, {'word': '具体含义需根据上下文确定', 'ratio': 0.1111111111111111}]"
43,MathQA,MathQA,0.25,8,"[{'word': '数学问答', 'ratio': 0.75}, {'word': 'MathQA', 'ratio': 0.25}]"
44,Modeling,造型,0.0,9,"[{'word': '建模', 'ratio': 0.8888888888888888}, {'word': '模型', 'ratio': 0.1111111111111111}]"
45,Moreover,而且,0.0,9,"[{'word': '此外', 'ratio': 1.0}]"
46,Morphology,形态学,1.0,9,"[{'word': '形态学', 'ratio': 1.0}]"
47,NLI,NLI,0.0,9,"[{'word': '自然语言推理', 'ratio': 1.0}]"
48,NLP,自然语言处理,1.0,9,"[{'word': '自然语言处理', 'ratio': 1.0}]"
49,OOV,OOV,0.0,6,"[{'word': '超出词汇表', 'ratio': 0.5}, {'word': '超出词汇', 'ratio': 0.3333333333333333}, {'word': '词表外词', 'ratio': 0.16666666666666666}]"
50,PaLM,PaLM,0.6666666666666666,9,"[{'word': 'PaLM', 'ratio': 0.6666666666666666}, {'word': '若有具体上下文可补充', 'ratio': 0.1111111111111111}, {'word': '棕榈', 'ratio': 0.1111111111111111}, {'word': '路径语言模型', 'ratio': 0.1111111111111111}]"
51,PubMed,PubMed,0.8,10,"[{'word': 'PubMed', 'ratio': 0.8}, {'word': '考研', 'ratio': 0.1}, {'word': '保健医学文献数据库', 'ratio': 0.1}]"
52,QA,问答,0.75,8,"[{'word': '问答', 'ratio': 0.75}, {'word': '问答系统', 'ratio': 0.25}]"
53,QED,QED,0.375,8,"[{'word': 'QED', 'ratio': 0.375}, {'word': '查询分解', 'ratio': 0.25}, {'word': '查询分解框架', 'ratio': 0.125}, {'word': '查询解构', 'ratio': 0.125}, {'word': '问题分解框架', 'ratio': 0.125}]"
54,QUOREF,QUOREF,0.875,8,"[{'word': 'QUOREF', 'ratio': 0.875}, {'word': '数据集', 'ratio': 0.125}]"
55,REALM,REALM,0.8888888888888888,9,"[{'word': 'REALM', 'ratio': 0.8888888888888888}, {'word': '检索增强语言模型', 'ratio': 0.1111111111111111}]"
56,RGF,RGF,0.7777777777777778,9,"[{'word': 'RGF', 'ratio': 0.7777777777777778}, {'word': '检索-生成-过滤', 'ratio': 0.2222222222222222}]"
57,RNSum,RNSum,0.8571428571428571,7,"[{'word': 'RNSum', 'ratio': 0.8571428571428571}, {'word': '保持原文，因为它是一个专有名词', 'ratio': 0.14285714285714285}]"
58,ROUGE,ROUGE,0.8571428571428571,7,"[{'word': 'ROUGE', 'ratio': 0.8571428571428571}, {'word': '保持原文，因为它是一个专有名词', 'ratio': 0.14285714285714285}]"
59,SMCalFlow,SMCalFlow,0.8571428571428571,7,"[{'word': 'SMCalFlow', 'ratio': 0.8571428571428571}, {'word': '数据集', 'ratio': 0.14285714285714285}]"
60,SUTD,SUTD,0.125,8,"[{'word': '新加坡科技设计大学', 'ratio': 0.75}, {'word': 'SUTD', 'ratio': 0.125}, {'word': '科学技术发展局', 'ratio': 0.125}]"
61,SVAMP,SVAMP,0.8571428571428571,7,"[{'word': 'SVAMP', 'ratio': 0.8571428571428571}, {'word': '数据集', 'ratio': 0.14285714285714285}]"
62,Semantic,语义,0.8,10,"[{'word': '语义', 'ratio': 0.8}, {'word': '语义的', 'ratio': 0.1}, {'word': '策略', 'ratio': 0.1}]"
63,Similar,相似的,0.5,4,"[{'word': '相似的', 'ratio': 0.5}, {'word': '同様の内容', 'ratio': 0.25}, {'word': '类似的', 'ratio': 0.25}]"
64,Therefore,所以,0.1,10,"[{'word': '因此', 'ratio': 0.9}, {'word': '所以', 'ratio': 0.1}]"
65,TreeDST,TreeDST,0.75,8,"[{'word': 'TreeDST', 'ratio': 0.75}, {'word': '樹DST', 'ratio': 0.125}, {'word': '树DST', 'ratio': 0.125}]"
66,VALSE,VALSE,0.6,10,"[{'word': 'VALSE', 'ratio': 0.6}, {'word': '來源術語', 'ratio': 0.1}, {'word': '维尔斯', 'ratio': 0.1}, {'word': '不需翻译，保留原名', 'ratio': 0.1}, {'word': '瓦尔斯', 'ratio': 0.1}]"
67,VFL,VFL,0.4,10,"[{'word': 'VFL', 'ratio': 0.4}, {'word': '维多利亚足球联赛', 'ratio': 0.2}, {'word': '室顫', 'ratio': 0.1}, {'word': '不需翻译，保留原名', 'ratio': 0.1}, {'word': '维多利亚足球联盟', 'ratio': 0.1}, {'word': '室颤', 'ratio': 0.1}]"
68,ViLBERT,ViLBERT,0.6,10,"[{'word': 'ViLBERT', 'ratio': 0.6}, {'word': '维尔伯特', 'ratio': 0.3}, {'word': '維爾伯特', 'ratio': 0.1}]"
69,VisualBERT,VisualBERT,0.6,10,"[{'word': 'VisualBERT', 'ratio': 0.6}, {'word': '视觉BERT', 'ratio': 0.3}, {'word': '視覺BERT', 'ratio': 0.1}]"
70,Wikipedia,维基百科,1.0,10,"[{'word': '维基百科', 'ratio': 1.0}]"
71,XLM,XLM,0.8333333333333334,6,"[{'word': 'XLM', 'ratio': 0.8333333333333334}, {'word': '跨语言模型', 'ratio': 0.16666666666666666}]"
72,XLNet,XLNet,0.8571428571428571,7,"[{'word': 'XLNet', 'ratio': 0.8571428571428571}, {'word': 'XL網', 'ratio': 0.14285714285714285}]"
73,ablation,消融,1.0,7,"[{'word': '消融', 'ratio': 1.0}]"
74,achieves,达到,0.75,8,"[{'word': '达到', 'ratio': 0.75}, {'word': '实现', 'ratio': 0.25}]"
75,adversarial,对抗性,0.4444444444444444,9,"[{'word': '对抗性', 'ratio': 0.4444444444444444}, {'word': '对抗性的', 'ratio': 0.4444444444444444}, {'word': '对抗的', 'ratio': 0.1111111111111111}]"
76,algorithm,算法,1.0,8,"[{'word': '算法', 'ratio': 1.0}]"
77,algorithms,算法,1.0,8,"[{'word': '算法', 'ratio': 1.0}]"
78,analysis,分析,1.0,8,"[{'word': '分析', 'ratio': 1.0}]"
79,annotated,带注释,0.0,6,"[{'word': '注释的', 'ratio': 0.5}, {'word': '标注的', 'ratio': 0.5}]"
80,annotations,注释,0.6,10,"[{'word': '注释', 'ratio': 0.6}, {'word': '标注', 'ratio': 0.4}]"
81,annotators,注释者,0.2,10,"[{'word': '标注者们', 'ratio': 0.4}, {'word': '注释者们', 'ratio': 0.2}, {'word': '注释者', 'ratio': 0.2}, {'word': '标注者', 'ratio': 0.2}]"
82,answer,回答,0.0,7,"[{'word': '答案', 'ratio': 1.0}]"
83,approach,方法,1.0,5,"[{'word': '方法', 'ratio': 1.0}]"
84,aspect,方面,0.8,5,"[{'word': '方面', 'ratio': 0.8}, {'word': '体', 'ratio': 0.2}]"
85,assessing,评估,1.0,6,"[{'word': '评估', 'ratio': 1.0}]"
86,attention,注意力,1.0,7,"[{'word': '注意力', 'ratio': 1.0}]"
87,augmented,增强型,0.0,6,"[{'word': '增强的', 'ratio': 1.0}]"
88,automatic,自动类,0.0,10,"[{'word': '自动的', 'ratio': 0.7}, {'word': '自动', 'ratio': 0.3}]"
89,automatically,自动地,1.0,10,"[{'word': '自动地', 'ratio': 1.0}]"
90,baselines,基线,0.5,10,"[{'word': '基线', 'ratio': 0.5}, {'word': '基线方法', 'ratio': 0.5}]"
91,biases,偏见,0.0,9,"[{'word': '偏差', 'ratio': 1.0}]"
92,binary,二进制,0.3333333333333333,9,"[{'word': '二元的', 'ratio': 0.3333333333333333}, {'word': '二进制', 'ratio': 0.3333333333333333}, {'word': '二进制的', 'ratio': 0.2222222222222222}, {'word': '二元', 'ratio': 0.1111111111111111}]"
93,captions,字幕,0.2,10,"[{'word': '标题', 'ratio': 0.3}, {'word': '字幕', 'ratio': 0.2}, {'word': '标注', 'ratio': 0.2}, {'word': '图像说明', 'ratio': 0.1}, {'word': '字幕 / 标题', 'ratio': 0.1}, {'word': '图像描述', 'ratio': 0.1}]"
94,classifier,分类器,1.0,9,"[{'word': '分类器', 'ratio': 1.0}]"
95,classifiers,分类器,1.0,8,"[{'word': '分类器', 'ratio': 1.0}]"
96,classifying,分类,1.0,8,"[{'word': '分类', 'ratio': 1.0}]"
97,compared,已比较,0.0,10,"[{'word': '相比', 'ratio': 0.6}, {'word': '比较', 'ratio': 0.3}, {'word': '相比之下', 'ratio': 0.1}]"
98,compositionality,组合性,0.9,10,"[{'word': '组合性', 'ratio': 0.9}, {'word': '组成性', 'ratio': 0.1}]"
99,computation,计算,1.0,10,"[{'word': '计算', 'ratio': 1.0}]"
100,computational,计算类,0.0,9,"[{'word': '计算的', 'ratio': 0.7777777777777778}, {'word': '计算', 'ratio': 0.2222222222222222}]"
101,context,语境,0.0,10,"[{'word': '上下文', 'ratio': 1.0}]"
102,contexts,上下文,1.0,10,"[{'word': '上下文', 'ratio': 1.0}]"
103,contextualized,情境化,0.0,8,"[{'word': '上下文化的', 'ratio': 1.0}]"
104,conversational,会话式,0.0,9,"[{'word': '对话的', 'ratio': 0.4444444444444444}, {'word': '会话式的', 'ratio': 0.2222222222222222}, {'word': '对话式的', 'ratio': 0.2222222222222222}, {'word': '对话式', 'ratio': 0.1111111111111111}]"
105,coreference,共指,0.6666666666666666,6,"[{'word': '共指', 'ratio': 0.6666666666666666}, {'word': '共指关系', 'ratio': 0.3333333333333333}]"
106,corpora,语料库,0.8888888888888888,9,"[{'word': '语料库', 'ratio': 0.8888888888888888}, {'word': '共现统计', 'ratio': 0.1111111111111111}]"
107,corpus,语料库,0.4444444444444444,9,"[{'word': '语料', 'ratio': 0.4444444444444444}, {'word': '语料库', 'ratio': 0.4444444444444444}, {'word': '共指', 'ratio': 0.1111111111111111}]"
108,correlations,相关性,1.0,8,"[{'word': '相关性', 'ratio': 1.0}]"
109,corresponding,相应的,0.125,8,"[{'word': '对应的', 'ratio': 0.875}, {'word': '相应的', 'ratio': 0.125}]"
110,counterfactual,反事实的,0.1111111111111111,9,"[{'word': '反事实', 'ratio': 0.8888888888888888}, {'word': '反事实的', 'ratio': 0.1111111111111111}]"
111,data,数据,1.0,9,"[{'word': '数据', 'ratio': 1.0}]"
112,dataset,数据集,1.0,5,"[{'word': '数据集', 'ratio': 1.0}]"
113,datasets,数据集,1.0,10,"[{'word': '数据集', 'ratio': 1.0}]"
114,decoder,解码器,1.0,9,"[{'word': '解码器', 'ratio': 1.0}]"
115,decoding,解码,1.0,7,"[{'word': '解码', 'ratio': 1.0}]"
116,dependencies,依赖关系,0.875,8,"[{'word': '依赖关系', 'ratio': 0.875}, {'word': '从运动恢复结构', 'ratio': 0.125}]"
117,distributions,分布,1.0,7,"[{'word': '分布', 'ratio': 1.0}]"
118,documents,文件,0.1111111111111111,9,"[{'word': '文档', 'ratio': 0.8888888888888888}, {'word': '文件', 'ratio': 0.1111111111111111}]"
119,domains,域,0.0,7,"[{'word': '领域', 'ratio': 1.0}]"
120,downstream,下游,0.8333333333333334,6,"[{'word': '下游', 'ratio': 0.8333333333333334}, {'word': '下采样层', 'ratio': 0.16666666666666666}]"
121,edit,编辑,1.0,6,"[{'word': '编辑', 'ratio': 1.0}]"
122,embedding,嵌入,0.42857142857142855,7,"[{'word': '嵌入表示', 'ratio': 0.5714285714285714}, {'word': '嵌入', 'ratio': 0.42857142857142855}]"
123,embeddings,嵌入,0.8333333333333334,6,"[{'word': '嵌入', 'ratio': 0.8333333333333334}, {'word': '嵌入向量', 'ratio': 0.16666666666666666}]"
124,encode,编码,1.0,6,"[{'word': '编码', 'ratio': 1.0}]"
125,encoder,编码器,1.0,6,"[{'word': '编码器', 'ratio': 1.0}]"
126,encoders,编码器,1.0,5,"[{'word': '编码器', 'ratio': 1.0}]"
127,encoding,编码,1.0,9,"[{'word': '编码', 'ratio': 1.0}]"
128,entities,实体,1.0,7,"[{'word': '实体', 'ratio': 1.0}]"
129,evaluation,评估,1.0,9,"[{'word': '评估', 'ratio': 1.0}]"
130,event,事件,1.0,9,"[{'word': '事件', 'ratio': 1.0}]"
131,existing,现存,0.0,9,"[{'word': '现有的', 'ratio': 0.8888888888888888}, {'word': '现有', 'ratio': 0.1111111111111111}]"
132,extracted,提取的,1.0,9,"[{'word': '提取的', 'ratio': 1.0}]"
133,extracting,提取,1.0,10,"[{'word': '提取', 'ratio': 1.0}]"
134,extraction,提取,0.6,10,"[{'word': '提取', 'ratio': 0.6}, {'word': '抽取', 'ratio': 0.4}]"
135,extractive,可提取,0.0,10,"[{'word': '提取式', 'ratio': 0.4}, {'word': '抽取式', 'ratio': 0.4}, {'word': '提取式的', 'ratio': 0.1}, {'word': '抽取式的', 'ratio': 0.1}]"
136,features,特征,1.0,10,"[{'word': '特征', 'ratio': 1.0}]"
137,finetuning,微调,1.0,6,"[{'word': '微调', 'ratio': 1.0}]"
138,generalize,概括,0.0,8,"[{'word': '泛化', 'ratio': 1.0}]"
139,generated,已生成,0.0,9,"[{'word': '生成的', 'ratio': 1.0}]"
140,generating,生成,1.0,9,"[{'word': '生成', 'ratio': 1.0}]"
141,generation,一代,0.0,9,"[{'word': '生成', 'ratio': 1.0}]"
142,gradient,坡度,0.0,9,"[{'word': '梯度', 'ratio': 1.0}]"
143,grammar,语法,1.0,10,"[{'word': '语法', 'ratio': 1.0}]"
144,grammatical,语法类,0.0,10,"[{'word': '语法的', 'ratio': 1.0}]"
145,graph,图形,0.0,9,"[{'word': '图', 'ratio': 1.0}]"
146,graphs,图表,0.0,8,"[{'word': '图', 'ratio': 0.875}, {'word': '图形', 'ratio': 0.125}]"
147,grounding,领域,0.0,9,"[{'word': '基础', 'ratio': 0.3333333333333333}, {'word': '基础化', 'ratio': 0.1111111111111111}, {'word': '实体化', 'ratio': 0.1111111111111111}, {'word': '接地', 'ratio': 0.1111111111111111}, {'word': '实境基础', 'ratio': 0.1111111111111111}, {'word': '基础建构', 'ratio': 0.1111111111111111}, {'word': '实际场景联系', 'ratio': 0.1111111111111111}]"
148,heuristic,启发式,0.7142857142857143,7,"[{'word': '启发式', 'ratio': 0.7142857142857143}, {'word': '启发式方法', 'ratio': 0.2857142857142857}]"
149,human,人类,0.9,10,"[{'word': '人类', 'ratio': 0.9}, {'word': '人工', 'ratio': 0.1}]"
150,identifying,识别,1.0,5,"[{'word': '识别', 'ratio': 1.0}]"
151,image,图片,0.0,9,"[{'word': '图像', 'ratio': 1.0}]"
152,information,信息,0.7777777777777778,9,"[{'word': '信息', 'ratio': 0.7777777777777778}, {'word': '影响函数', 'ratio': 0.2222222222222222}]"
153,internet,互联网,1.0,7,"[{'word': '互联网', 'ratio': 1.0}]"
154,interpretable,可解释,0.0,9,"[{'word': '可解释的', 'ratio': 1.0}]"
155,knowledge,知识,1.0,9,"[{'word': '知识', 'ratio': 1.0}]"
156,labeled,标签化,0.0,9,"[{'word': '标注的', 'ratio': 0.3333333333333333}, {'word': '标记的', 'ratio': 0.2222222222222222}, {'word': '已标记', 'ratio': 0.1111111111111111}, {'word': '已标注的', 'ratio': 0.1111111111111111}, {'word': '已标记的', 'ratio': 0.1111111111111111}, {'word': '贴上标签', 'ratio': 0.1111111111111111}]"
157,language,语言,1.0,10,"[{'word': '语言', 'ratio': 1.0}]"
158,languages,语言,1.0,7,"[{'word': '语言', 'ratio': 1.0}]"
159,large,大的,0.0,7,"[{'word': '大型', 'ratio': 0.42857142857142855}, {'word': '大规模', 'ratio': 0.2857142857142857}, {'word': '大', 'ratio': 0.14285714285714285}, {'word': '大量的', 'ratio': 0.14285714285714285}]"
160,learning,学习,1.0,7,"[{'word': '学习', 'ratio': 1.0}]"
161,lexical,词汇,0.0,8,"[{'word': '词汇的', 'ratio': 1.0}]"
162,linear,线性的,0.14285714285714285,7,"[{'word': '线性', 'ratio': 0.8571428571428571}, {'word': '线性的', 'ratio': 0.14285714285714285}]"
163,linguistic,语言化,0.0,7,"[{'word': '语言学的', 'ratio': 0.7142857142857143}, {'word': '语言的', 'ratio': 0.2857142857142857}]"
164,linguistics,语言学,1.0,7,"[{'word': '语言学', 'ratio': 1.0}]"
165,linked,链接,0.0,7,"[{'word': '链接的', 'ratio': 0.5714285714285714}, {'word': '关联的', 'ratio': 0.2857142857142857}, {'word': '连接的', 'ratio': 0.14285714285714285}]"
166,manually,手动,0.5,10,"[{'word': '手动地', 'ratio': 0.5}, {'word': '手动', 'ratio': 0.5}]"
167,meaning,意义,0.5555555555555556,9,"[{'word': '意义', 'ratio': 0.5555555555555556}, {'word': '含义', 'ratio': 0.4444444444444444}]"
168,method,方法,1.0,9,"[{'word': '方法', 'ratio': 1.0}]"
169,methods,方法,0.8888888888888888,9,"[{'word': '方法', 'ratio': 0.8888888888888888}, {'word': '方法们', 'ratio': 0.1111111111111111}]"
170,metrics,指标,0.8888888888888888,9,"[{'word': '指标', 'ratio': 0.8888888888888888}, {'word': '微平均', 'ratio': 0.1111111111111111}]"
171,modalities,形态,0.0,10,"[{'word': '模态', 'ratio': 1.0}]"
172,model,模型,1.0,9,"[{'word': '模型', 'ratio': 1.0}]"
173,models,模型,1.0,10,"[{'word': '模型', 'ratio': 1.0}]"
174,monolingual,单语,0.7,10,"[{'word': '单语', 'ratio': 0.7}, {'word': '单语的', 'ratio': 0.3}]"
175,morphemes,语素,0.8888888888888888,9,"[{'word': '语素', 'ratio': 0.8888888888888888}, {'word': '词素', 'ratio': 0.1111111111111111}]"
176,morphological,形态化,0.0,9,"[{'word': '形态学的', 'ratio': 0.6666666666666666}, {'word': '形态的', 'ratio': 0.3333333333333333}]"
177,morphologically,形态上,0.2222222222222222,9,"[{'word': '形态学上', 'ratio': 0.6666666666666666}, {'word': '形态上', 'ratio': 0.2222222222222222}, {'word': '形态学地', 'ratio': 0.1111111111111111}]"
