,word,gold,exact_match_ratio,prediction_count,prediction_ratio
24,CodeBERT,CodeBERT,0.75,8,"[{'word': 'CodeBERT', 'ratio': 0.75}, {'word': 'КодBERT', 'ratio': 0.125}, {'word': 'CodeBERT CodeBERT', 'ratio': 0.125}]"
25,Detecting,Обнаружение,1.0,9,"[{'word': 'Обнаружение', 'ratio': 1.0}]"
26,Dialogue,диалог,0.0,9,"[{'word': 'Диалог', 'ratio': 1.0}]"
27,English,Английский,0.6,10,"[{'word': 'Английский', 'ratio': 0.6}, {'word': 'английский', 'ratio': 0.3}, {'word': 'English Английский', 'ratio': 0.1}]"
28,FLR,FLR,0.4,10,"[{'word': 'FLR', 'ratio': 0.4}, {'word': 'снижение задержки', 'ratio': 0.2}, {'word': 'метрика FLR', 'ratio': 0.2}, {'word': 'снижение задержки FLR', 'ratio': 0.1}, {'word': 'Снижение времени задержки', 'ratio': 0.1}]"
29,FeSTE,FeSTE,0.7777777777777778,9,"[{'word': 'FeSTE', 'ratio': 0.7777777777777778}, {'word': 'ФеСТЕ', 'ratio': 0.1111111111111111}, {'word': 'FeSTE FeSTE', 'ratio': 0.1111111111111111}]"
30,For,для,0.1,10,"[{'word': 'Для', 'ratio': 0.7}, {'word': 'Например', 'ratio': 0.2}, {'word': 'для', 'ratio': 0.1}]"
31,French,французский,0.7,10,"[{'word': 'французский', 'ratio': 0.7}, {'word': 'Французский', 'ratio': 0.3}]"
32,Furthermore,Кроме того,0.4,10,"[{'word': 'Более того', 'ratio': 0.6}, {'word': 'Кроме того', 'ratio': 0.4}]"
33,GLUE,GLUE,0.5,10,"[{'word': 'КЛЕЙ', 'ratio': 0.5}, {'word': 'GLUE', 'ratio': 0.5}]"
34,GPT,GPT,1.0,10,"[{'word': 'GPT', 'ratio': 1.0}]"
35,Hence,Следовательно,0.5555555555555556,9,"[{'word': 'Следовательно', 'ratio': 0.5555555555555556}, {'word': 'следовательно', 'ratio': 0.3333333333333333}, {'word': 'Hence Следовательно', 'ratio': 0.1111111111111111}]"
36,ICLR,ICLR,1.0,10,"[{'word': 'ICLR', 'ratio': 1.0}]"
37,IDF,IDF,0.7,10,"[{'word': 'IDF', 'ratio': 0.7}, {'word': 'ЦАХАЛ', 'ratio': 0.3}]"
38,KinyaBERT,KinyaBERT,0.8,10,"[{'word': 'KinyaBERT', 'ratio': 0.8}, {'word': 'КиньяБЕРТ', 'ratio': 0.2}]"
39,LXMert,LXMert,1.0,10,"[{'word': 'LXMert', 'ratio': 1.0}]"
40,LinCE,LinCE,0.4,10,"[{'word': 'ЛИНЦЕ', 'ratio': 0.6}, {'word': 'LinCE', 'ratio': 0.4}]"
41,MAWPS,MAWPS,0.8,10,"[{'word': 'MAWPS', 'ratio': 0.8}, {'word': 'МАВПС', 'ratio': 0.1}, {'word': 'MAWPS -', 'ratio': 0.1}]"
42,MTDNN,MTDNN,0.8,10,"[{'word': 'MTDNN', 'ratio': 0.8}, {'word': 'МТДНН', 'ratio': 0.1}, {'word': 'MTDNN -', 'ratio': 0.1}]"
43,MathQA,MathQA,0.8888888888888888,9,"[{'word': 'MathQA', 'ratio': 0.8888888888888888}, {'word': 'MathQA MathQA', 'ratio': 0.1111111111111111}]"
44,Modeling,моделирование,0.0,10,"[{'word': 'Моделирование', 'ratio': 1.0}]"
45,Moreover,Сверх того,0.0,9,"[{'word': 'Более того', 'ratio': 0.6666666666666666}, {'word': 'более того', 'ratio': 0.3333333333333333}]"
46,Morphology,морфология,0.0,10,"[{'word': 'Морфология', 'ratio': 1.0}]"
47,NLI,NLI,0.6,10,"[{'word': 'NLI', 'ratio': 0.6}, {'word': 'НЛИ', 'ratio': 0.3}, {'word': 'NLI - NLI', 'ratio': 0.1}]"
48,NLP,NLP,0.1,10,"[{'word': 'НЛП', 'ratio': 0.4}, {'word': 'Обработка естественного языка', 'ratio': 0.2}, {'word': 'обработка естественного языка', 'ratio': 0.2}, {'word': 'NLP', 'ratio': 0.1}, {'word': 'NLP - НЛИ', 'ratio': 0.1}]"
49,OOV,OOV,0.2,10,"[{'word': 'OOV', 'ratio': 0.2}, {'word': 'неизвестное слово', 'ratio': 0.2}, {'word': 'OOV - неизвестные слова', 'ratio': 0.1}, {'word': 'OOV Вне словаря', 'ratio': 0.1}, {'word': 'Слово за пределами словаря', 'ratio': 0.1}, {'word': 'неизвестное слово в словаре', 'ratio': 0.1}, {'word': 'не встречается в обучающем наборе', 'ratio': 0.1}, {'word': 'слово вне словаря', 'ratio': 0.1}]"
50,PaLM,PaLM,0.4,10,"[{'word': 'ПаЛМ', 'ratio': 0.4}, {'word': 'PaLM', 'ratio': 0.4}, {'word': 'Ладонь', 'ratio': 0.2}]"
51,PubMed,ПабМед,0.2,10,"[{'word': 'PubMed', 'ratio': 0.7}, {'word': 'ПабМед', 'ratio': 0.2}, {'word': 'PubMed PubMed', 'ratio': 0.1}]"
52,QA,Контроль качества,0.0,9,"[{'word': 'QA', 'ratio': 0.5555555555555556}, {'word': 'Вопрос-ответ', 'ratio': 0.2222222222222222}, {'word': 'ВО', 'ratio': 0.1111111111111111}, {'word': 'ВОП', 'ratio': 0.1111111111111111}]"
53,QED,QED,1.0,9,"[{'word': 'QED', 'ratio': 1.0}]"
54,QUOREF,QUOREF,1.0,9,"[{'word': 'QUOREF', 'ratio': 1.0}]"
55,REALM,REALM,0.7,10,"[{'word': 'REALM', 'ratio': 0.7}, {'word': 'ОБЛАСТЬ', 'ratio': 0.3}]"
56,RGF,RGF,0.7,10,"[{'word': 'RGF', 'ratio': 0.7}, {'word': 'РГФ', 'ratio': 0.3}]"
57,RNSum,RNSum,1.0,10,"[{'word': 'RNSum', 'ratio': 1.0}]"
58,ROUGE,ROUGE,0.7,10,"[{'word': 'ROUGE', 'ratio': 0.7}, {'word': 'РУЖА', 'ratio': 0.3}]"
59,SMCalFlow,SMCalFlow,1.0,10,"[{'word': 'SMCalFlow', 'ratio': 1.0}]"
60,SUTD,SUTD,0.8,10,"[{'word': 'SUTD', 'ratio': 0.8}, {'word': 'СУТД', 'ratio': 0.2}]"
61,SVAMP,SVAMP,0.8,10,"[{'word': 'SVAMP', 'ratio': 0.8}, {'word': 'БОЛОТО', 'ratio': 0.1}, {'word': 'ГУБКА', 'ratio': 0.1}]"
62,Semantic,семантический,0.1111111111111111,9,"[{'word': 'Семантический', 'ratio': 0.7777777777777778}, {'word': 'предсказание последовательностей', 'ratio': 0.1111111111111111}, {'word': 'семантический', 'ratio': 0.1111111111111111}]"
63,Similar,Похожий,0.6,10,"[{'word': 'Похожий', 'ratio': 0.6}, {'word': 'Похожие', 'ratio': 0.3}, {'word': 'похожий', 'ratio': 0.1}]"
64,Therefore,Следовательно,0.5,10,"[{'word': 'Следовательно', 'ratio': 0.5}, {'word': 'Поэтому', 'ratio': 0.4}, {'word': 'Therefore Следовательно', 'ratio': 0.1}]"
65,TreeDST,TreeDST,0.6666666666666666,9,"[{'word': 'TreeDST', 'ratio': 0.6666666666666666}, {'word': 'ДеревоDST', 'ratio': 0.3333333333333333}]"
66,VALSE,VALSE,0.8,10,"[{'word': 'VALSE', 'ratio': 0.8}, {'word': 'ВАЛЬСЕ', 'ratio': 0.1}, {'word': 'ВАЛСЕ', 'ratio': 0.1}]"
67,VFL,VFL,0.8,10,"[{'word': 'VFL', 'ratio': 0.8}, {'word': 'ВФЛ', 'ratio': 0.2}]"
68,ViLBERT,ViLBERT,0.7,10,"[{'word': 'ViLBERT', 'ratio': 0.7}, {'word': 'ВИЛБЕРТ', 'ratio': 0.3}]"
69,VisualBERT,VisualBERT,0.6,10,"[{'word': 'VisualBERT', 'ratio': 0.6}, {'word': 'ВизуальныйBERT', 'ratio': 0.4}]"
70,Wikipedia,Википедия,1.0,10,"[{'word': 'Википедия', 'ratio': 1.0}]"
71,XLM,XLM,1.0,10,"[{'word': 'XLM', 'ratio': 1.0}]"
72,XLNet,XLNet,1.0,10,"[{'word': 'XLNet', 'ratio': 1.0}]"
73,ablation,абляция,1.0,10,"[{'word': 'абляция', 'ratio': 1.0}]"
74,achieves,Достигает,0.0,10,"[{'word': 'достигает', 'ratio': 1.0}]"
75,adversarial,Состязательной,0.0,10,"[{'word': 'противостоящий', 'ratio': 0.3}, {'word': 'противодействующий', 'ratio': 0.3}, {'word': 'враждебный', 'ratio': 0.2}, {'word': 'адверсариальный', 'ratio': 0.1}, {'word': 'противоречивый', 'ratio': 0.1}]"
76,algorithm,алгоритм,0.9,10,"[{'word': 'алгоритм', 'ratio': 0.9}, {'word': 'Алгоритм', 'ratio': 0.1}]"
77,algorithms,Алгоритмы,0.1,10,"[{'word': 'алгоритмы', 'ratio': 0.9}, {'word': 'Алгоритмы', 'ratio': 0.1}]"
78,analysis,анализ,0.9,10,"[{'word': 'анализ', 'ratio': 0.9}, {'word': 'analysis анализ', 'ratio': 0.1}]"
79,annotated,аннотированный,1.0,10,"[{'word': 'аннотированный', 'ratio': 1.0}]"
80,annotations,Аннотации,0.0,10,"[{'word': 'аннотации', 'ratio': 0.9}, {'word': 'annotations аннотации', 'ratio': 0.1}]"
81,annotators,аннотаторы,0.9,10,"[{'word': 'аннотаторы', 'ratio': 0.9}, {'word': 'Аннотаторы', 'ratio': 0.1}]"
82,answer,ответ,1.0,10,"[{'word': 'ответ', 'ratio': 1.0}]"
83,approach,подход,0.9,10,"[{'word': 'подход', 'ratio': 0.9}, {'word': 'метод', 'ratio': 0.1}]"
84,aspect,аспект,1.0,10,"[{'word': 'аспект', 'ratio': 1.0}]"
85,assessing,проведение оценки,0.0,10,"[{'word': 'оценка', 'ratio': 0.9}, {'word': 'Оценка', 'ratio': 0.1}]"
86,attention,внимание,0.9,10,"[{'word': 'внимание', 'ratio': 0.9}, {'word': 'Внимание', 'ratio': 0.1}]"
87,augmented,увеличенный,0.2,10,"[{'word': 'дополненный', 'ratio': 0.5}, {'word': 'увеличенный', 'ratio': 0.2}, {'word': 'расширенный', 'ratio': 0.2}, {'word': 'Увеличенный', 'ratio': 0.1}]"
88,automatic,Автоматический,0.0,10,"[{'word': 'автоматический', 'ratio': 0.8}, {'word': 'автоматическое', 'ratio': 0.1}, {'word': 'Автоматическое', 'ratio': 0.1}]"
89,automatically,автоматически,0.9,10,"[{'word': 'автоматически', 'ratio': 0.9}, {'word': 'Автоматически', 'ratio': 0.1}]"
90,baselines,базовых линий,0.0,10,"[{'word': 'базовые модели', 'ratio': 0.4}, {'word': 'базовые линии', 'ratio': 0.3}, {'word': 'эталоны', 'ratio': 0.2}, {'word': 'Опорные модели', 'ratio': 0.1}]"
91,biases,Предубеждения,0.0,10,"[{'word': 'смещения', 'ratio': 0.9}, {'word': 'бикубическая интерполяция', 'ratio': 0.1}]"
92,binary,двоичный,0.2,10,"[{'word': 'бинарный', 'ratio': 0.7}, {'word': 'двоичный', 'ratio': 0.2}, {'word': 'Бинарный', 'ratio': 0.1}]"
93,captions,Подписи,0.1,10,"[{'word': 'подписи', 'ratio': 0.7}, {'word': 'заголовки', 'ratio': 0.2}, {'word': 'Подписи', 'ratio': 0.1}]"
94,classifier,классификатор,0.9,10,"[{'word': 'классификатор', 'ratio': 0.9}, {'word': 'Классификатор', 'ratio': 0.1}]"
95,classifiers,Классификаторы,0.0,10,"[{'word': 'классификаторы', 'ratio': 1.0}]"
96,classifying,Классификации,0.0,10,"[{'word': 'классификация', 'ratio': 1.0}]"
97,compared,Сравнительный,0.0,10,"[{'word': 'по сравнению', 'ratio': 0.4}, {'word': 'сравнен', 'ratio': 0.2}, {'word': 'сравнивали', 'ratio': 0.1}, {'word': 'сравнены', 'ratio': 0.1}, {'word': 'сравнивался', 'ratio': 0.1}, {'word': 'сравнивается', 'ratio': 0.1}]"
98,compositionality,композиционность,0.1,10,"[{'word': 'композициональность', 'ratio': 0.8}, {'word': 'композитивность', 'ratio': 0.1}, {'word': 'композиционность', 'ratio': 0.1}]"
99,computation,вычисление,1.0,10,"[{'word': 'вычисление', 'ratio': 1.0}]"
100,computational,вычислительный,1.0,10,"[{'word': 'вычислительный', 'ratio': 1.0}]"
101,context,содержание,0.0,10,"[{'word': 'контекст', 'ratio': 1.0}]"
102,contexts,содержания,0.0,10,"[{'word': 'контексты', 'ratio': 1.0}]"
103,contextualized,контекстуализированный,1.0,10,"[{'word': 'контекстуализированный', 'ratio': 1.0}]"
104,conversational,разговорный,1.0,10,"[{'word': 'разговорный', 'ratio': 1.0}]"
105,coreference,корреляция,0.0,10,"[{'word': 'сопричастность', 'ratio': 0.1}, {'word': 'кореференция', 'ratio': 0.1}, {'word': 'сопоставление ссылок', 'ratio': 0.1}, {'word': 'анафора', 'ratio': 0.1}, {'word': 'сопределение', 'ratio': 0.1}, {'word': 'Ссылочная связь', 'ratio': 0.1}, {'word': 'котегоризация', 'ratio': 0.1}, {'word': 'соотношение ссылок', 'ratio': 0.1}, {'word': 'антецедентное соотношение', 'ratio': 0.1}, {'word': 'соотнесение', 'ratio': 0.1}]"
106,corpora,корпуса,1.0,10,"[{'word': 'корпуса', 'ratio': 1.0}]"
107,corpus,корпус,1.0,10,"[{'word': 'корпус', 'ratio': 1.0}]"
108,correlations,Корреляции,0.1,10,"[{'word': 'корреляции', 'ratio': 0.9}, {'word': 'Корреляции', 'ratio': 0.1}]"
109,corresponding,соответствующий,0.9,10,"[{'word': 'соответствующий', 'ratio': 0.9}, {'word': 'Соответствующий', 'ratio': 0.1}]"
110,counterfactual,Противного,0.0,10,"[{'word': 'контрфактический', 'ratio': 0.6}, {'word': 'контрафактический', 'ratio': 0.3}, {'word': 'контрфактуал', 'ratio': 0.1}]"
111,data,данные,0.9,10,"[{'word': 'данные', 'ratio': 0.9}, {'word': 'Данные', 'ratio': 0.1}]"
112,dataset,набор данных,0.8,10,"[{'word': 'набор данных', 'ratio': 0.8}, {'word': 'датасет', 'ratio': 0.2}]"
113,datasets,наборы данных,1.0,10,"[{'word': 'наборы данных', 'ratio': 1.0}]"
114,decoder,дешифратор,0.0,10,"[{'word': 'декодер', 'ratio': 1.0}]"
115,decoding,расшифровка,0.0,10,"[{'word': 'декодирование', 'ratio': 1.0}]"
116,dependencies,Зависимости,0.0,10,"[{'word': 'зависимости', 'ratio': 1.0}]"
117,distributions,Распределения,0.1,10,"[{'word': 'распределения', 'ratio': 0.9}, {'word': 'Распределения', 'ratio': 0.1}]"
118,documents,Документы,0.1,10,"[{'word': 'документы', 'ratio': 0.9}, {'word': 'Документы', 'ratio': 0.1}]"
119,domains,Домены,0.0,10,"[{'word': 'области', 'ratio': 0.9}, {'word': 'domains области', 'ratio': 0.1}]"
120,downstream,подчиненная,0.0,10,"[{'word': 'последующая обработка', 'ratio': 0.2}, {'word': 'последующие задачи', 'ratio': 0.2}, {'word': 'последующий', 'ratio': 0.1}, {'word': 'низший уровень', 'ratio': 0.1}, {'word': 'для последующих задач', 'ratio': 0.1}, {'word': 'нижний уровень', 'ratio': 0.1}, {'word': 'распознавание', 'ratio': 0.1}, {'word': 'дальнейший', 'ratio': 0.1}]"
121,edit,редактировать,0.0,10,"[{'word': 'редактирование', 'ratio': 0.9}, {'word': 'правка', 'ratio': 0.1}]"
122,embedding,внедрение,0.0,10,"[{'word': 'встраивание', 'ratio': 0.7}, {'word': 'векторное представление', 'ratio': 0.2}, {'word': 'вложение', 'ratio': 0.1}]"
123,embeddings,встраивания,0.8,10,"[{'word': 'встраивания', 'ratio': 0.8}, {'word': 'Встраивания', 'ratio': 0.1}, {'word': 'вложенные представления', 'ratio': 0.1}]"
124,encode,кодировать,1.0,10,"[{'word': 'кодировать', 'ratio': 1.0}]"
125,encoder,кодировщик,0.8,10,"[{'word': 'кодировщик', 'ratio': 0.8}, {'word': 'энкодер', 'ratio': 0.2}]"
126,encoders,Кодеры,0.0,10,"[{'word': 'кодировщики', 'ratio': 0.5}, {'word': 'энкодеры', 'ratio': 0.3}, {'word': 'кодеры', 'ratio': 0.1}, {'word': 'размер словаря', 'ratio': 0.1}]"
127,encoding,кодировка,0.0,10,"[{'word': 'кодирование', 'ratio': 0.8}, {'word': 'Кодирование', 'ratio': 0.1}, {'word': 'encoding кодирование', 'ratio': 0.1}]"
128,entities,Объекты,0.0,10,"[{'word': 'сущности', 'ratio': 1.0}]"
129,evaluation,оценка,1.0,9,"[{'word': 'оценка', 'ratio': 1.0}]"
130,event,событие,1.0,9,"[{'word': 'событие', 'ratio': 1.0}]"
131,existing,Существующий,0.1,10,"[{'word': 'существующий', 'ratio': 0.8}, {'word': 'existing существующий', 'ratio': 0.1}, {'word': 'Существующий', 'ratio': 0.1}]"
132,extracted,извлекаемый,0.0,9,"[{'word': 'извлеченный', 'ratio': 0.7777777777777778}, {'word': 'извлечённый', 'ratio': 0.2222222222222222}]"
133,extracting,Извлечение,0.1111111111111111,9,"[{'word': 'извлечение', 'ratio': 0.8888888888888888}, {'word': 'Извлечение', 'ratio': 0.1111111111111111}]"
134,extraction,Извлечение,0.1111111111111111,9,"[{'word': 'извлечение', 'ratio': 0.8888888888888888}, {'word': 'Извлечение', 'ratio': 0.1111111111111111}]"
135,extractive,экстрактивное,0.0,9,"[{'word': 'извлекательный', 'ratio': 0.4444444444444444}, {'word': 'извлекающий', 'ratio': 0.3333333333333333}, {'word': 'экстрактивный', 'ratio': 0.1111111111111111}, {'word': 'Экстрактивный', 'ratio': 0.1111111111111111}]"
136,features,Функции,0.0,9,"[{'word': 'признаки', 'ratio': 1.0}]"
137,finetuning,тонкая настройка,0.0,10,"[{'word': 'дообучение', 'ratio': 0.5}, {'word': 'доработка', 'ratio': 0.3}, {'word': 'finetuning - дообучение', 'ratio': 0.1}, {'word': 'донастройка', 'ratio': 0.1}]"
138,generalize,обобщить,0.0,9,"[{'word': 'обобщать', 'ratio': 1.0}]"
139,generated,созданный,0.1,10,"[{'word': 'сгенерированный', 'ratio': 0.7}, {'word': 'созданный', 'ratio': 0.1}, {'word': 'генерируемый', 'ratio': 0.1}, {'word': 'generated сгенерированный', 'ratio': 0.1}]"
140,generating,генерация,0.5,10,"[{'word': 'генерация', 'ratio': 0.5}, {'word': 'генерирование', 'ratio': 0.4}, {'word': 'generating генерирование', 'ratio': 0.1}]"
141,generation,генерация,0.7,10,"[{'word': 'генерация', 'ratio': 0.7}, {'word': 'порождение', 'ratio': 0.2}, {'word': 'generation генерация', 'ratio': 0.1}]"
142,gradient,градиент,0.9,10,"[{'word': 'градиент', 'ratio': 0.9}, {'word': 'Градиент', 'ratio': 0.1}]"
143,grammar,грамматика,0.8,10,"[{'word': 'грамматика', 'ratio': 0.8}, {'word': 'grammar грамматика', 'ratio': 0.1}, {'word': 'Грамматика', 'ratio': 0.1}]"
144,grammatical,грамматический,0.8888888888888888,9,"[{'word': 'грамматический', 'ratio': 0.8888888888888888}, {'word': 'Грамматический', 'ratio': 0.1111111111111111}]"
145,graph,диаграммa,0.0,10,"[{'word': 'граф', 'ratio': 1.0}]"
146,graphs,диаграммы,0.0,9,"[{'word': 'графы', 'ratio': 0.7777777777777778}, {'word': 'Графы', 'ratio': 0.2222222222222222}]"
147,grounding,обоснование,0.2,10,"[{'word': 'привязка', 'ratio': 0.4}, {'word': 'обоснование', 'ratio': 0.2}, {'word': 'основывание', 'ratio': 0.1}, {'word': 'grounding привязка к контексту', 'ratio': 0.1}, {'word': 'грунтование', 'ratio': 0.1}, {'word': 'обосновывание', 'ratio': 0.1}]"
148,heuristic,эвристический,0.0,10,"[{'word': 'эвристика', 'ratio': 0.9}, {'word': 'эвристический метод', 'ratio': 0.1}]"
149,human,человек,0.6666666666666666,9,"[{'word': 'человек', 'ratio': 0.6666666666666666}, {'word': 'human человек', 'ratio': 0.1111111111111111}, {'word': 'Человеческий', 'ratio': 0.1111111111111111}, {'word': 'Человек', 'ratio': 0.1111111111111111}]"
150,identifying,Определение,0.0,9,"[{'word': 'идентификация', 'ratio': 0.6666666666666666}, {'word': 'идентифицирующий', 'ratio': 0.3333333333333333}]"
151,image,изображениe,0.0,10,"[{'word': 'изображение', 'ratio': 0.8}, {'word': 'Изображение', 'ratio': 0.2}]"
152,information,информация,1.0,10,"[{'word': 'информация', 'ratio': 1.0}]"
153,internet,интернет,1.0,9,"[{'word': 'интернет', 'ratio': 1.0}]"
154,interpretable,интерпретируемый,1.0,10,"[{'word': 'интерпретируемый', 'ratio': 1.0}]"
155,knowledge,знание,1.0,10,"[{'word': 'знание', 'ratio': 1.0}]"
156,labeled,обозначеный,0.0,10,"[{'word': 'помеченный', 'ratio': 0.3}, {'word': 'размеченный', 'ratio': 0.2}, {'word': 'метко заданный', 'ratio': 0.1}, {'word': 'Аннотированный', 'ratio': 0.1}, {'word': 'меткованный', 'ratio': 0.1}, {'word': 'Помеченный', 'ratio': 0.1}, {'word': 'маркированный', 'ratio': 0.1}]"
157,language,Язык,0.0,10,"[{'word': 'язык', 'ratio': 1.0}]"
158,languages,Языки,0.0,10,"[{'word': 'языки', 'ratio': 0.9}, {'word': 'languages языки', 'ratio': 0.1}]"
159,large,большой,0.8,10,"[{'word': 'большой', 'ratio': 0.8}, {'word': 'значительный', 'ratio': 0.1}, {'word': 'large большой', 'ratio': 0.1}]"
160,learning,учение,0.0,10,"[{'word': 'обучение', 'ratio': 0.9}, {'word': 'Обучение', 'ratio': 0.1}]"
161,lexical,словарный ,0.0,10,"[{'word': 'лексический', 'ratio': 0.9}, {'word': 'Лексический', 'ratio': 0.1}]"
162,linear,линейный,0.9,10,"[{'word': 'линейный', 'ratio': 0.9}, {'word': 'инейный', 'ratio': 0.1}]"
163,linguistic,лингвистический,0.8,10,"[{'word': 'лингвистический', 'ratio': 0.8}, {'word': 'Лингвистический', 'ratio': 0.1}, {'word': 'linguistic Лингвистический', 'ratio': 0.1}]"
164,linguistics,языкознания,0.0,10,"[{'word': 'лингвистика', 'ratio': 0.8}, {'word': 'Лингвистика', 'ratio': 0.1}, {'word': 'linguistics Лингвистика', 'ratio': 0.1}]"
165,linked,Связан,0.0,10,"[{'word': 'связанный', 'ratio': 1.0}]"
166,manually,вручную,1.0,10,"[{'word': 'вручную', 'ratio': 1.0}]"
167,meaning,значение,0.5,10,"[{'word': 'значение', 'ratio': 0.5}, {'word': 'смысл', 'ratio': 0.4}, {'word': 'Meaning - Значение', 'ratio': 0.1}]"
168,method,метод,0.9,10,"[{'word': 'метод', 'ratio': 0.9}, {'word': 'Метод', 'ratio': 0.1}]"
169,methods,методика,0.0,10,"[{'word': 'методы', 'ratio': 0.9}, {'word': 'Методы', 'ratio': 0.1}]"
170,metrics,метрики,0.8888888888888888,9,"[{'word': 'метрики', 'ratio': 0.8888888888888888}, {'word': 'Метрики', 'ratio': 0.1111111111111111}]"
171,modalities,Условия,0.0,10,"[{'word': 'модальности', 'ratio': 0.8}, {'word': 'Модальности', 'ratio': 0.2}]"
172,model,модель,0.9,10,"[{'word': 'модель', 'ratio': 0.9}, {'word': 'Модель', 'ratio': 0.1}]"
173,models,Модели,0.1,10,"[{'word': 'модели', 'ratio': 0.9}, {'word': 'Модели', 'ratio': 0.1}]"
174,monolingual,одноязычный,0.0,10,"[{'word': 'монолингвальный', 'ratio': 0.5}, {'word': 'монolingвальный', 'ratio': 0.4}, {'word': 'монолингвистический', 'ratio': 0.1}]"
175,morphemes,Морфем,0.0,10,"[{'word': 'морфемы', 'ratio': 0.8}, {'word': 'Морфемы', 'ratio': 0.2}]"
