en_word1,anno1_word1,anno2_word1,source1,en_word2,anno1_word2,anno2_word2,source2,en_word3,anno1_word3,anno2_word3,source3,en_word4,anno1_word4,anno2_word4,source4,en_word5,anno1_word5,anno2_word5,source5
batch processing,traitement par lots,traitement par lot,threshold,bi-gram,bigramme,bi-gramme,threshold,bounding box regression,régression de la boîte englobante,régression de boîte englobante,threshold,chatbot,agent conversationnel,chatbot,threshold,chi-square distribution,distribution du khi carré,distribution du chi carré,threshold
chi-square test,test du khi-deux,test du chi carré,threshold,clipping factor,facteur d'écrêtage,facteur de clipping,threshold,cluster feature,caractéristiques de cluster,caractéristique de cluster,threshold,clustering algorithm,algorithme de regroupement,algorithme de clustering,threshold,clustering problem,problème de clustering,problème de regroupement,threshold
co-occurrence statistic,statistique de cooccurrence,statistique de co-occurrence,threshold,constituency tree,arbre de constituants,arbre de constituance,threshold,constrained optimization problem,problème d'optimisation contrainte,problème d'optimisation contraint,threshold,contextualized word vector,vecteur de mots contextualisé,vecteur de mot contextualisé,threshold,convex objective function,fonction objective convexe,fonction objectif convexe,threshold
coordinate descent algorithm,algorithme de descente par coordonnées,algorithme de descente de coordonnées,threshold,covariate,covariables,covariable,threshold,critic network,réseau du critique,réseau critique,threshold,cumulant generating function,fonction génératrice des cumulants,fonction génératrice de cumulants,threshold,datum clustering,clustering des données,regroupement de données,threshold
dependency parse tree,arbre d'analyse des dépendances,arbre d'analyse de dépendance,threshold,directed graph,graphe orienté,graphe dirigé,threshold,document summarization,résumé de documents,résumé de document,threshold,edge feature,caractéristiques de bord,caractéristique de contour,threshold,event calculus,calcul d'événements,calcul des événements,threshold
expert demonstration,démonstration experte,démonstration d'expert,threshold,feasible set,ensemble faisable,ensemble réalisable,threshold,feature dimensionality,dimensionnalité des caractéristiques,dimensionalité des caractéristiques,threshold,feature space,espace de caractéristiques,espace des caractéristiques,threshold,feed forward neural network,réseau de neurones à propagation directe,réseau de neurones à propagation avant,threshold
first-order language,langage du premier ordre,langage de premier ordre,threshold,gating function,fonction de gating,fonction de porte,threshold,grammar induction,induction de grammaire,induction grammaticale,threshold,grandparent dependency,dépendance de grand-parent,dépendance grand-parent,threshold,graph kernel,noyau de graphe,noyau de graphes,threshold
group sparsity,sparsité de groupe,parcimonie de groupe,threshold,hidden dimensionality,dimensionnalité cachée,dimensionalité cachée,threshold,image processing,traitement d'images,traitement d'image,threshold,image-to-image translation,traduction d'image en image,traduction d'image à image,threshold,inlier,point conforme,inlier,threshold
instance selection,sélection d'instances,sélection d'instance,threshold,inter-annotator agreement,accord entre annotateurs,accord inter-annotateurs,threshold,joint semantic space,espace sémantique commun,espace sémantique joint,threshold,junction tree algorithm,algorithme d'arbre de jonction,algorithme de l'arbre de jonction,threshold,kernel-based classification,classification basée sur les noyaux,classification basée sur le noyau,threshold
label token,jeton de label,jeton d'étiquette,threshold,landmark point,point repère,point de repère,threshold,large-margin learning,apprentissage à grande marge,apprentissage à marge large,threshold,latent embedding,encodage latent,intégration latente,threshold,lexical item,unité lexicale,élément lexical,threshold
lexicon induction,induction lexicale,induction de lexique,threshold,likelihood ratio test,test de rapport de vraisemblance,test du rapport de vraisemblance,threshold,linear learning rate schedule,calendrier de taux d'apprentissage linéaire,plan de taux d'apprentissage linéaire,threshold,local image feature,caractéristique locale d'image,caractéristique d'image locale,threshold,log-likelihood ratio,rapport de vraisemblance logarithmique,rapport de log-vraisemblance,threshold
log-sum-exp,log-somme-exp,log-sum-exp,threshold,low-rank matrix approximation,approximation de matrice de rang faible,approximation de matrice de faible rang,threshold,manifold structure,structure de variétés,structure de variété,threshold,matching algorithm,algorithme de correspondance,algorithme d'appariement,threshold,matrix approximation,approximation matricielle,approximation de matrice,threshold
misinformation detection,détection de la désinformation,détection de désinformation,threshold,mixed-integer program,programme en nombres entiers mixtes,programme mixte en nombres entiers,threshold,model development,développement de modèles,développement de modèle,threshold,model distribution,distribution du modèle,distribution de modèle,threshold,model performance,performances du modèle,performance du modèle,threshold
model-based approach,approche basée sur un modèle,approche basée sur le modèle,threshold,multi-class classification,classification multiclasse,classification multi-classe,threshold,multi-modal input,entrée multimodale,entrée multi-modale,threshold,multi-modal learning,apprentissage multimodal,apprentissage multi-modal,threshold,multi-view,multi-vues,multi-vue,threshold
multiclass model,modèle multiclasse,modèle multiclasses,threshold,nearest-neighbor algorithm,algorithme du plus proche voisin,algorithme des plus proches voisins,threshold,neural scene representation,représentation neurale de scène,représentation de scène neuronale,threshold,node feature,attribut de nœud,caractéristique de nœud,threshold,noise distribution,distribution du bruit,distribution de bruit,threshold
non-negative matrix factorization,factorisation matricielle non négative,factorisation de matrice non négative,threshold,normalizing flow,flot de normalisation,flux de normalisation,threshold,novel view synthesis,synthèse de nouvelles vues,synthèse de vues nouvelles,threshold,parameter tuning,ajustement des paramètres,réglage des paramètres,threshold,parse chart,tableau de syntaxe,tableau d'analyse,threshold
payoff function,fonction de gain,fonction de paiement,threshold,phoneme segmentation,segmentation de phonèmes,segmentation des phonèmes,threshold,piecewise planar,planaire par morceaux,plan par morceaux,threshold,pixel-wise,au niveau des pixels,pixel par pixel,threshold,policy parameter,paramètre de stratégie,paramètre de politique,threshold
pre-train,pré-entrainement,pré-entraînement,threshold,query context,contexte de requête,contexte de la requête,threshold,range query,requête par intervalle,requête de plage,threshold,roll-out policy,politique de simulation,politique de déploiement,threshold,rollout,déroulement,déploiement,threshold
scaled dot-product,produit scalaire mis à l’échelle,produit scalaire mis à l'échelle,threshold,scheduler,ordonnanceur,planificateur,threshold,semantic parser,parser sémantique,analyseur sémantique,threshold,sentiment detection,détection des sentiments,détection de sentiment,threshold,shape prior,a priori de forme,prior de forme,threshold
shift reduce parser,analyseur shift-reduce,analyseur à réduction de décalage,threshold,signal-to-noise ratio,rapport signal/bruit,rapport signal-sur-bruit,threshold,smoothness term,terme de lissage,terme de régularisation,threshold,social network analysis,analyse de réseaux sociaux,analyse des réseaux sociaux,threshold,sparse model,modèle parcimonieux,modèle épars,threshold
sparse sampling,échantillonnage épars,échantillonnage sparse,threshold,spectral matching,appariement spectral,correspondance spectrale,threshold,spurious correlation,corrélation parasite,corrélation spurious,threshold,squared error loss,perte d'erreur quadratique,perte d'erreur au carré,threshold,state-action value,valeur d'état-action,valeur état-action,threshold
state-of-the-art baseline,référence de l'état de l'art,référence de pointe,threshold,stochastic gradient method,méthode du gradient stochastique,méthode de gradient stochastique,threshold,sub-word tokenization,tokenisation en sous-mots,tokenisation par sous-mots,threshold,submodular function,fonction submodulaire,fonction sous-modulaire,threshold,successor state axiom,axiome de l'état successeur,axiome d'état successeur,threshold
syntactic dependency parsing,analyse des dépendances syntaxiques,analyse de dépendance syntaxique,threshold,syntactic information,informations syntaxiques,information syntaxique,threshold,test split,partition de test,ensemble de test,threshold,text embedding,plongement de texte,intégration de texte,threshold,textual entailment,inférence textuelle,implication textuelle,threshold
time-series datum,donnée de série temporelle,donnée de séries temporelles,threshold,token vector,vecteur de token,vecteur de jeton,threshold,transformer layer,couche transformeur,couche transformer,threshold,tree search,recherche arborescente,recherche d'arbre,threshold,tree-based model,modèle basé sur des arbres,modèle basé sur un arbre,threshold
unbiased estimate,estimation non biaisée,estimation sans biais,threshold,value iteration algorithm,algorithme d'itération de la valeur,algorithme d'itération de valeur,threshold,volume rendering,rendu volumétrique,rendu volumique,threshold,word alignment,alignement de mots,alignement des mots,threshold,word dropout,dropout de mots,abandon de mots,threshold
Gaussian component,composante gaussienne,composant gaussien,threshold,Kleene closure,Fermeture Kleene,fermeture de Kleene,threshold,Sentence-Piece,SentencePiece,Sentence-Piece,threshold,abstractive summarization,résumé abstractif,résumé abstrait,threshold,action sequence,séquence d'actions,séquence d'action,threshold
adapter-based fine-tuning,ajustement fin basé sur des adaptateurs,ajustement basé sur des adaptateurs,threshold,chi-square test,test du khi-deux,test du chi carré,threshold,contextualized word vector,vecteur de mots contextualisé,vecteur de mot contextualisé,threshold,convex objective function,fonction objective convexe,fonction objectif convexe,threshold,critic network,réseau du critique,réseau critique,threshold
datum generative process,processus génératif des données,processus génératif de données,threshold,edge feature,caractéristiques de bord,caractéristique de contour,threshold,event calculus,calcul d'événements,calcul des événements,threshold,feasible set,ensemble faisable,ensemble réalisable,threshold,first-order language,langage du premier ordre,langage de premier ordre,threshold
grammar induction,induction de grammaire,induction grammaticale,threshold,grid-world,monde-grille,monde en grille,threshold,joint semantic space,espace sémantique commun,espace sémantique joint,threshold,likelihood ratio test,test de rapport de vraisemblance,test du rapport de vraisemblance,threshold,low-rank matrix approximation,approximation de matrice de rang faible,approximation de matrice de faible rang,threshold
model distribution,distribution du modèle,distribution de modèle,threshold,model performance,performances du modèle,performance du modèle,threshold,neural scene representation,représentation neurale de scène,représentation de scène neuronale,threshold,payoff function,fonction de gain,fonction de paiement,threshold,pixel-wise,au niveau des pixels,pixel par pixel,threshold
rollout,déroulement,déploiement,threshold,squared error loss,perte d'erreur quadratique,perte d'erreur au carré,threshold,state-action value,valeur d'état-action,valeur état-action,threshold,sub-word tokenization,tokenisation en sous-mots,tokenisation par sous-mots,threshold,text embedding,plongement de texte,intégration de texte,threshold
transformer layer,couche transformeur,couche transformer,threshold,unbiased estimate,estimation non biaisée,estimation sans biais,threshold,-,-,-,-,-,-,-,-,-,-,-,-
