en_word1,anno1_word1,anno2_word1,source1,en_word2,anno1_word2,anno2_word2,source2,en_word3,anno1_word3,anno2_word3,source3,en_word4,anno1_word4,anno2_word4,source4,en_word5,anno1_word5,anno2_word5,source5
visual,بصري,مرئي,6060,multitask,متعدد المهام,متعددة المهام,6060,XLM,إكس إل إم,XLM,6060,compositionality,التركيبية,نمذجة التركيبة,6060,correlations,الارتباطات,ارتباطات,6060
softmax,سوفتماكس,softmax,6060,corpus,مجموعة نصوص,مجموعة,6060,VALSE,فالس,VALSE,6060,meaning,المعنى,معنى,6060,ARENA,أرينا,ARENA,6060
decoding,فك التشفير,فك تشفير,6060,datasets,مجموعات البيانات,مجموعة بيانات,6060,perplexity,الارتباك,حيرة,6060,BSARD,بي إس إيه آر دي,BSARD,6060,retrieved,المسترجع,مسترجع,6060
tokens,الرموز,رموز,6060,annotators,المُعَلِّقون,المعلقين,6060,edit,تعديل,تحرير,6060,news,أخبار,الأخبار,6060,adversarial,خصمي,عدائي,6060
sentiment,المشاعر,شعور,6060,contexts,السياقات,سياقات,6060,Hence,وبالتالي,ومن ثم,6060,predicates,المحمولات,الفرضيات,6060,learning,التعلم,تعلم,6060
ablation,دراسة الاجتثاث,استئصال,6060,XLNet,إكس إل نت,XLNet,6060,semantics,الدلالات,دلالات,6060,modalities,الأنماط,طرائق,6060,weights,الأوزان,أوزان,6060
Clustering,التجميع,تجميع,6060,language,لغة,اللغة,6060,encoders,المشفرات,مشفرو,6060,coreference,الإحالة المرجعية,مراجع مشترك,6060,monolingual,أحادي اللغة,أحاديّ اللغة,6060
generated,الذي تم توليده,الناشئة,6060,BIO,ترميز BIO,BIO,6060,interpretable,قابل للتفسير,قابلةٍ للتفسير,6060,Architectures,الهياكل,هياكل,6060,parsing,التحليل النحوي,تحليل,6060
linguistics,اللغويات,لغويات,6060,previous,سابق,السابق,6060,Dialogue,الحوار,حوار,6060,encode,ترميز,تشفير,6060,QA,الأسئلة والأجوبة,ضمان الجودة,6060
Additionally,بالإضافة إلى ذلك,وبالإضافة إلى ذلك,6060,text,نص,النص,6060,biases,التحيزات,biases,6060,propose,اقترح,نقترح,6060,approach,نهج,النهج,6060
context,السياق,context,6060,morphemes,المورفيمات,مورفيمات,6060,word2vec,وورد تو فيك,word2vec,6060,GPT,نموذج GPT,GPT,6060,encoding,ترميز,تشفير,6060
dataset,مجموعة البيانات,مجموعة بيانات,6060,methods,طرق,أساليب,6060,namely,أي,وهي,6060,tasks,المهام,مهام,6060,PubMed,بوبمد,PubMed,6060
labeled,مُعَلَّم,مصنف,6060,captions,التسميات التوضيحية,التعليقات,6060,noun,اسم,أسم,6060,unsupervised,غير خاضع للإشراف,غير الخاضع للإشراف,6060,Morphology,علم الصرف,مورفولوجيا,6060
semantically,دلاليًا,لغوياً,6060,BLEU,مقياس بليو,BLEU,6060,utterances,الكلام,اقوال,6060,BETO,بيتو,BETO,6060,Detecting,الكشف,كشف,6060
API,واجهة برمجة التطبيقات,API,6060,Modeling,النمذجة,نمذجة,6060,3D object detection,الكشف عن الأجسام ثلاثية الأبعاد,كشف الأجسام ثلاثية الأبعاد,threshold,Baseline,خط الأساس,الأساس,threshold,Bayesian Network,شبكة بايزية,الشبكة البايزية,threshold
Bayesian method,الأساليب البايزية,الطريقة البايزية,threshold,Cholesky factorization,تحليل تشوليسكي,تحليل شولي,threshold,Cohen's kappa,معامل كابا لكوهين,كابا كوهين,threshold,Computational linguistic,اللغويات الحاسوبية,اللسانيات الحاسوبية,threshold,Cross Entropy Loss,خسارة الإنتروبيا المتقاطعة,خسارة الانتروبيا المتقاطعة,threshold
Decoder,مفكك الترميز,المفكك,threshold,Dirac measure,قياس ديراك,مقياس ديراك,threshold,Dirichlet,ديريتشليه,ديريشليه,threshold,Euclidean plane,الطائرة الإقليدية,المستوى الإقليدي,threshold,Fairseq,فيرسيك,Fairseq,threshold
Fourier basis function,دالة الأساس فورييه,دالة أساس فورييه,threshold,Gamma distribution,توزيع جاما,توزيع غاما,threshold,Gaussian Mixture Model,نموذج الخليط الغاوسي,نموذج المزيج الغاوسي,threshold,Generative Model,نموذج توليدي,النموذج التوليدي,threshold,Hellinger distance,مسافة هيلنجر,مسافة هيلينجر,threshold
Hessian matrix,مصفوفة هسيان,مصفوفة هيسيان,threshold,Hiero system,نظام هييرو,نظام هيرو,threshold,Huber loss,خسارة هوبير,خسارة هوبر,threshold,Kalman filter,فلتر كالمان,مرشح كالمان,threshold,Kernel,النواة,نواة,threshold
Krippendorff's α,α لكريبندورف,ألفا كريبندورف,threshold,L2 regularisation,تسوية L2,تنظيم L2,threshold,Local Consistency,الاتساق المحلي,التناسق المحلي,threshold,Machine Reading Comprehension,فهم القراءة الآلية,فهم القراءة الآلي,threshold,Matrix Completion,اكتمال المصفوفة,إكمال المصفوفة,threshold
Monte Carlo estimator,مُقدّر مونت كارلو,مقدر مونت كارلو,threshold,Monte Carlo simulation,محاكاة مونتي كارلو,محاكاة مونت كارلو,threshold,Nearest Neighbor,الجار الأقرب,أقرب جار,threshold,Quality Estimation,تقييم الجودة,تقدير الجودة,threshold,Rademacher complexity,تعقيد راديماخر,تعقيد راديماشر,threshold
Self-Attention,الاهتمام الذاتي,الانتباه الذاتي,threshold,Structure from motion,البنية من الحركة,الهيكل من الحركة,threshold,Traveling Salesman Problem,مسألة البائع المتجول,مشكلة البائع المتجول,threshold,Tucker decomposition,تحليل تاكر,تحليل توكر,threshold,Vertex Cover,غطاء فيرتكس,تغطية الرؤوس,threshold
activation,تفعيل,تنشيط,threshold,activity detection,اكتشاف النشاط,كشف النشاط,threshold,aggregate function,دالة تجميعية,دالة تجميع,threshold,algorithm class,فئة الخوارزمية,فئة الخوارزميات,threshold,alias table,جدول البدائل,جدول الأسماء المستعارة,threshold
apprenticeship learning,التعلم بالتلمذة,تعلم التلمذة,threshold,architecture,معمارية,بنية,threshold,attention-based model,النموذج القائم على الانتباه,نموذج قائم على الانتباه,threshold,bag-of-word,حقيبة كلمات,حقيبة الكلمات,threshold,bart-large,بارت-لارج,بارت-كبير,threshold
beam search algorithm,خوارزمية البحث بالشعاع,خوارزمية البحث الشعاعي,threshold,benchmark dataset,مجموعة البيانات المرجعية,مجموعة بيانات مرجعية,threshold,bidirectional search,البحث ثنائي الاتجاه,البحث الثنائي الاتجاه,threshold,binary classification,التصنيف الثنائي,تصنيف ثنائي,threshold,binary vector,المتجه الثنائي,متجه ثنائي,threshold
bootstrap learning,تعلم البوتستراب,تعلم التمهيد,threshold,camera parameter,معلمات الكاميرا,معامل الكاميرا,threshold,capsule network,شبكة الكبسولات,شبكة الكبسولة,threshold,causal language model,نموذج اللغة السببية,نموذج اللغة السببي,threshold,causal theory,النظرية السببية,نظرية السببية,threshold
chart parser,محلل المخطط,محلل الرسم البياني,threshold,chart parsing,تحليل المخططات,تحليل الرسم البياني,threshold,closed-world,عالم مغلق,العالم المغلق,threshold,codebook,كتاب الشيفرات,كتاب الرموز,threshold,concept assertion,إثبات المفهوم,تأكيد المفهوم,threshold
conditional probability distribution,التوزيع الاحتمالي المشروط,توزيع الاحتمال الشرطي,threshold,conditional text generation,توليد النص المشروط,توليد النص الشرطي,threshold,confidence interval,فاصل الثقة,فترة الثقة,threshold,constituent parsing,التحليل التأسيسي,تحليل المكونات,threshold,contingency table,جدول التداخل,جدول الطوارئ,threshold
conversation history,تاريخ المحادثة,سجل المحادثة,threshold,conversational dialogue system,نظام الحوار التحادثي,نظام حوار محادثة,threshold,convolution neural network,الشبكة العصبية التلافيفية,شبكة الالتفاف العصبية,threshold,convolutional layer,طبقة تلافيفية,طبقة التلافيف,threshold,convolutional network,شبكة تلافيفية,شبكة التلافيف,threshold
convolutional representation,التمثيل التلافيفي,تمثيل تلافيفي,threshold,cost-sensitive learning,التعلم الحسّاس للتكلفة,التعلم الحساس للتكلفة,threshold,covariance structure,بنية التغاير,هيكل التباين,threshold,cycle consistency,تناسق الدورة,اتساق الدورة,threshold,data structure,هيكل البيانات,بنية البيانات,threshold
datum bias,تحيز مسند,تحيز البيانات,threshold,datum mining algorithm,خوارزمية تنقيب البيانات,خوارزمية استخراج البيانات,threshold,decoding algorithm,خوارزمية فك الترميز,خوارزمية فك التشفير,threshold,decoding step,خطوة فك الترميز,خطوة فك التشفير,threshold,decomposition,التحلل,تحليل,threshold
deep network architecture,بنية شبكة عميقة,بنية الشبكة العميقة,threshold,degree distribution,توزيع الدرجات,توزيع الدرجة,threshold,denoising objective,هدف إزالة الضجيج,هدف إزالة الضوضاء,threshold,dependency parser,محلل التبعيات,محلل التبعية,threshold,dependency tree,شجرة التبعية,شجرة الاعتماد,threshold
depth estimator,مُقدّر العمق,مقدر العمق,threshold,detector,الكاشف,كاشف,threshold,diagonal matrix,المصفوفة القطرية,مصفوفة قطرية,threshold,dimensional vector,متجه ذو أبعاد,متجه الأبعاد,threshold,dimensionality,عدد الأبعاد,الأبعاد,threshold
directed tree,شجرة موجهة,الشجرة الموجهة,threshold,discriminant analysis,التحليل التمييزي,تحليل التمييز,threshold,discriminative model,نموذج تمييزي,النموذج التمييزي,threshold,distance measure,قياس المسافة,مقياس المسافة,threshold,distance metric,متري المسافة,مقياس المسافة,threshold
document corpus,مجموعة الوثائق,مجموعة المستندات,threshold,dual variable,المتغير المزدوج,المتغير الثنائي,threshold,early fusion,الانصهار المبكر,الدمج المبكر,threshold,early stopping,التوقف المبكر,الإيقاف المبكر,threshold,eligibility trace,تتبع الأهلية,أثر الأهلية,threshold
embedding parameter,معلمة التضمين,معامل التضمين,threshold,empirical frequency,التردد التجريبي,التكرار التجريبي,threshold,encoder states,حالات المشفر,حالات الترميز,threshold,end-to-end neural model,النموذج العصبي من النهاية إلى النهاية,نموذج عصبي من النهاية إلى النهاية,threshold,end-to-end training,التدريب من البداية إلى النهاية,تدريب شامل,threshold
energy minimization framework,إطار عمل تقليل الطاقة,إطار تقليل الطاقة,threshold,ensemble classification,التصنيف الجماعي,تصنيف التجميع,threshold,entity,كيانات,كيان,threshold,entity extraction,استخراج الكيانات,استخراج الكيان,threshold,error bound,منضم الخطأ,حد الخطأ,threshold
fairness criterion,معيار الإنصاف,معيار العدالة,threshold,feature hierarchy,التسلسل الهرمي للميزات,تسلسل الميزات,threshold,feature map,خريطة الميزة,خريطة الميزات,threshold,feature point,نقطة ميزات,نقطة ميزة,threshold,first-order logic,منطق الدرجة الأولى,المنطق من الدرجة الأولى,threshold
fuzzy matching,مطابقة ضبابية,المطابقة الضبابية,threshold,game-theoretic analysis,تحليل نظرية الألعاب,التحليل النظري للألعاب,threshold,generalized linear model,النموذج الخطي المعمم,النموذج الخطي العام,threshold,generation model,نموذج توليد,نموذج التوليد,threshold,global average pooling layer,طبقة تجميع المتوسط العالمي,طبقة التجميع المتوسط العالمي,threshold
grammar induction,الحث النحوي,استنباط القواعد,threshold,graph adjacency matrix,مصفوفة التجاور للرسم البياني,مصفوفة تلاصق الرسم البياني,threshold,graph attention mechanism,آلية الانتباه البياني,آلية انتباه الرسم البياني,threshold,graph classification,تصنيف الرسوم البيانية,تصنيف الرسم البياني,threshold,graph dataset,مجموعة بيانات الرسوم البيانية,مجموعة بيانات الرسم البياني,threshold
graph structure,بنية الرسم البياني,هيكل الرسم البياني,threshold,group normalization,تطبيع المجموعة,التطبيع الجماعي,threshold,hierarchical agglomerative clustering,التجميع الهرمي التصاعدي,التجميع الهرمي التراكمي,threshold,hinge loss function,وظيفة فقدان المفصلة,دالة خسارة المفصلة,threshold,human pose,وضعية الجسم البشري,وضع الإنسان,threshold
human pose estimation,تقدير وضعية الجسم البشري,تقدير وضع الإنسان,threshold,hybrid model,نموذج هجين,النموذج الهجين,threshold,image encoder,مُشفِّر الصورة,مشفر الصورة,threshold,image generation,توليد الصور,توليد الصورة,threshold,image segmentation,تجزئة الصورة,تقسيم الصورة,threshold
image super-resolution,رفع دقة الصورة,تحسين دقة الصورة,threshold,imperfect information,المعلومات غير الكاملة,معلومات غير كاملة,threshold,implicit representation,التمثيل الضمني,تمثيل ضمني,threshold,implicit surface,السطح الضمني,سطح ضمني,threshold,in-distribution,ضمن التوزيع,في التوزيع,threshold
initial state distribution,توزيع الحالة الأولية,توزيع الحالة الابتدائية,threshold,input image,الصورة المدخلة,صورة الإدخال,threshold,iterative optimization algorithm,خوارزمية التحسين التكرارية,خوارزمية التحسين التكراري,threshold,joint probability matrix,مصفوفة الاحتمالات المشتركة,مصفوفة الاحتمال المشترك,threshold,kernel regression,الانحدار بالنواة,انحدار النواة,threshold
layer activation,تنشيط الطبقة,تفعيل الطبقة,threshold,least square minimization,التقليل من المربعات الصغرى,تقليل المربعات الصغرى,threshold,lexical acquisition algorithm,خوارزمية الاكتساب المعجمي,خوارزمية اكتساب المفردات,threshold,linear-chain,السلسلة الخطية,سلسلة خطية,threshold,linearization,التحسين الخطي,خطية,threshold
local coordinate frame,الإطار الإحداثي المحلي,إطار الإحداثيات المحلي,threshold,local image feature,الميزة المحلية للصورة,ميزة الصورة المحلية,threshold,logistic loss,الخسارة اللوجستية,خسارة لوجستية,threshold,logit,لوغيت,اللوغيت,threshold,machine learning system,نظام التعلم الآلي,نظام تعلم الآلة,threshold
machine reading,قراءة الآلة,القراءة الآلية,threshold,margin parameter,معلمة الهامش,معامل الهامش,threshold,masked language model,نموذج اللغة المموهة,نموذج اللغة المقنع,threshold,matrix inversion,معكوس المصفوفة,عكس المصفوفة,threshold,matrix sketching,تخطيط المصفوفات,تخطيط المصفوفة,threshold
mean function,دالة الوسط,دالة المتوسط,threshold,mean shape,شكل المتوسط,الشكل المتوسط,threshold,metric score,النتيجة المترية,درجة المقياس,threshold,minimum support,الحد الأدنى من الدعم,الدعم الأدنى,threshold,mixing matrix,مصفوفة خلط,مصفوفة الخلط,threshold
mixture model,نموذج الخليط,نموذج المزيج,threshold,model bias,انحياز النموذج,تحيز النموذج,threshold,model comparison,مقارنة النموذج,مقارنة النماذج,threshold,momentum encoder,مشفّر الزخم,مشفر الزخم,threshold,monolingual corpus,مجموعة نصوص أحادية اللغة,مجموعة أحادية اللغة,threshold
multi-agent learning,التعلم متعدد الوكلاء,تعلم متعدد الوكلاء,threshold,multi-scale training,التدريب متعدد المقاييس,تدريب متعدد المقاييس,threshold,multilinguality,التعددية اللغوية,تعدد اللغات,threshold,multinomial distribution,التوزيع متعدد الحدود,توزيع متعدد الحدود,threshold,multivariate Gaussian distribution,التوزيع الغاوسي متعدد المتغيرات,توزيع Gaussian متعدد المتغيرات,threshold
natural logic inference,الاستدلال المنطقي الطبيعي,استدلال المنطق الطبيعي,threshold,net,الشبكة,شبكة,threshold,neural generation model,نموذج توليد عصبي,نموذج التوليد العصبي,threshold,neural language model,نموذج لغة عصبي,نموذج اللغة العصبي,threshold,neural retrieval,الاسترجاع العصبي,استرجاع عصبي,threshold
neuron,العصبون,خلية عصبية,threshold,non-linear optimization,تحسين غير خطي,التحسين غير الخطي,threshold,non-linearity,غير الخطية,عدم الخطية,threshold,normal-form game,اللعبة ذات الصيغة القياسية,لعبة الصيغة الطبيعية,threshold,online algorithm,خوارزمية على الإنترنت,خوارزمية عبر الإنترنت,threshold
open-loop,نظام حلقة مفتوحة,حلقة مفتوحة,threshold,optimal solution,حل أمثل,الحل الأمثل,threshold,pairwise comparison,المقارنة الثنائية,مقارنة ثنائية,threshold,parameter vector,متجه المعلمة,متجه المعلمات,threshold,parse chart,مخطط التحليل النحوي,مخطط التحليل,threshold
partition,التقسيم,تقسيم,threshold,permutation matrix,مصفوفة التباديل,مصفوفة التبديل,threshold,perplexity score,درجة التعقيد,درجة الارتباك,threshold,planning problem,مشكلة تخطيط,مشكلة التخطيط,threshold,policy learning,تعلم السياسات,تعلم السياسة,threshold
post-hoc,بعد الواقعة,بعد الحدث,threshold,prefix sum,مجموع بادئات,مجموع البادئات,threshold,preimage,ما قبل الصورة,الصورة السابقة,threshold,preprocessing phase,مرحلة ما قبل المعالجة,مرحلة المعالجة المسبقة,threshold,primal objective function,وظيفة الهدف الأولية,دالة الهدف الأولية,threshold
probability model,النموذج الاحتمالي,نموذج الاحتمال,threshold,projective camera,الكاميرا الإسقاطية,كاميرا إسقاطية,threshold,query,تمثيل متجه,استعلام,threshold,query processing,معالجة الاستعلام,معالجة الاستعلامات,threshold,random seed,بذرة عشوائية,البذور العشوائية,threshold
random variable,المتغير العشوائي,متغير عشوائي,threshold,recurrent architecture,بنية تكرارية,بنية متكررة,threshold,reference resolution,حل المرجعية,حل الإشارة,threshold,representation,التمثيل,تمثيل,threshold,representation learning,التعلم التمثيلي,تعلم التمثيل,threshold
residual branch,الفرع المتبقي,فرع متبقي,threshold,reverse-mode,وضع العكس,الوضع العكسي,threshold,role assertion,تصريح الدور,تأكيد الدور,threshold,row vector,متجه صف,متجه الصف,threshold,sample space,فضاء العينات,فضاء العينة,threshold
segmentation mask,قناع التجزئة,قناع التقسيم,threshold,semantic object,كائن دلالي,الكائن الدلالي,threshold,sentence classification,تصنيف الجملة,تصنيف الجمل,threshold,sequential datum,البيانات المتسلسلة,بيانات تسلسلية,threshold,shift reduce parser,محلل التحول والاختزال,محلل التحويل والتقليص,threshold
shortest path algorithm,خوارزمية المسار الأقصر,خوارزمية أقصر مسار,threshold,sim,التشابه,تشابه,threshold,speech synthesis model,نموذج توليف الكلام,نموذج توليد الكلام,threshold,squared Euclidean distance,المسافة الإقليدية التربيعية,المسافة الإقليدية المربعة,threshold,stance detection,الكشف عن الموقف,كشف الموقف,threshold
stochastic environment,بيئة عشوائية,البيئة العشوائية,threshold,stochastic policy,سياسة عشوائية,السياسة العشوائية,threshold,stop-gradient operation,عملية توقف التدرج,عملية إيقاف التدرج,threshold,stopping condition,شرط التوقف,شرط الإيقاف,threshold,structured prediction,التنبؤ المهيكل,التنبؤ المنظم,threshold
suffix tree,شجرة اللاحقة,شجرة اللاحقات,threshold,symbolic representation,التمثيل الرمزي,تمثيل رمزي,threshold,syntactic parse,التحليل النحوي,تحليل نحوي,threshold,synthetic dataset,مجموعة بيانات اصطناعية,مجموعة بيانات صناعية,threshold,temperature scaling,تحجيم درجة الحرارة,تعديل درجة الحرارة,threshold
text embedding,تضمين النص,تمثيل نصي,threshold,text simplification,تبسيط النص,تبسيط النصوص,threshold,token-level,مستوى الرمز المميز,مستوى الرموز,threshold,topic proportion,نسبة الموضوعات,نسبة الموضوع,threshold,topic weight,وزن الموضوعات,وزن الموضوع,threshold
toxicity detection,اكتشاف السمية,كشف السمية,threshold,train / test / dev split,تقسيم التدريب / الاختبار / التحقق,تقسيم التدريب / الاختبار / التطوير,threshold,training procedure,إجراءات التدريب,إجراء التدريب,threshold,training task,مهمة تدريب,مهمة التدريب,threshold,training token,توكن التدريب,رمز التدريب,threshold
trajectory forecasting,تنبؤ المسار,توقع المسار,threshold,unsupervised method,طريقة غير خاضعة للإشراف,الطريقة غير المراقبة,threshold,validation split,تقسيم التحقق من الصحة,تقسيم التحقق,threshold,vector space model,نموذج الفضاء المتجهي,نموذج فضاء المتجهات,threshold,vector space representation,تمثيل الفضاء المتجه,تمثيل فضاء المتجهات,threshold
voxel-based representation,تمثيل قائم على فوكسل,تمثيل قائم على الفوكسل,threshold,zero-shot learning,التعلم بدون أمثلة سابقة,التعلم بدون أمثلة,threshold,3D object detection,الكشف عن الأجسام ثلاثية الأبعاد,كشف الأجسام ثلاثية الأبعاد,threshold,Baseline,خط الأساس,الأساس,threshold,Bayesian method,الأساليب البايزية,الطريقة البايزية,threshold
Cholesky factorization,تحليل تشوليسكي,تحليل شولي,threshold,Gaussian Mixture Model,نموذج الخليط الغاوسي,نموذج المزيج الغاوسي,threshold,Kalman filter,فلتر كالمان,مرشح كالمان,threshold,Krippendorff's α,α لكريبندورف,ألفا كريبندورف,threshold,Local Consistency,الاتساق المحلي,التناسق المحلي,threshold
Monte Carlo estimator,مُقدِّر مونت كارلو,مقدر مونت كارلو,threshold,Q value,قيمة كيو,قيمة Q,threshold,Structure from motion,البنية من الحركة,الهيكل من الحركة,threshold,Tucker decomposition,تحليل تاكر,تحليل توكر,threshold,Vertex Cover,غطاء فيرتكس,تغطية الرؤوس,threshold
bag-of-word,حقيبة كلمات,حقيبة الكلمات,threshold,beta1,بيتا 1,بيتا1,threshold,bias parameter,معلمة التحيز,معامل التحيز,threshold,binary vector,المتجه الثنائي,متجه ثنائي,threshold,bipartite structure,البنية ثنائية الأقسام,الهيكل الثنائي,threshold
bootstrap learning,تعلم البوتستراب,تعلم التمهيد,threshold,camera pose estimation,تقدير وضعية الكاميرا,تقدير وضع الكاميرا,threshold,capsule network,شبكة الكبسولات,شبكة الكبسولة,threshold,causal theory,النظرية السببية,نظرية السببية,threshold,chart parser,محلل المخططات,محلل الرسم البياني,threshold
codebook,كتاب الشيفرات,كتاب الرموز,threshold,concept assertion,إثبات مفهوم,تأكيد المفهوم,threshold,conversation history,تاريخ المحادثة,سجل المحادثة,threshold,cross entropy error,خطأ الإنتروبيا المتقاطعة,خطأ الانتروبيا المتقاطعة,threshold,dependency parser,محلل التبعيات,محلل التبعية,threshold
depth estimator,مُقدّر العمق,مقدر العمق,threshold,dimensionality reduction,تخفيض الأبعاد,تقليل الأبعاد,threshold,discount factor,معامل الخصم,عامل الخصم,threshold,discriminant analysis,التحليل التمييزي,تحليل التمييز,threshold,dual variable,المتغير المزدوج,المتغير الثنائي,threshold
early fusion,الانصهار المبكر,الدمج المبكر,threshold,early stopping,التوقف المبكر,الإيقاف المبكر,threshold,empirical frequency,التردد التجريبي,التكرار التجريبي,threshold,energy minimization framework,إطار عمل تقليل الطاقة,إطار تقليل الطاقة,threshold,feature hierarchy,التسلسل الهرمي للميزات,تسلسل الميزات,threshold
image generation,توليد الصور,توليد الصورة,threshold,input image,الصورة المدخلة,صورة الإدخال,threshold,joint probability matrix,مصفوفة الاحتمالات المشتركة,مصفوفة الاحتمال المشترك,threshold,linearization,التحسين الخطي,خطية,threshold,logit,لوغيت,اللوغيت,threshold
maximization problem,مشكلة تعظيم,مشكلة التعظيم,threshold,mean function,دالة الوسط,دالة المتوسط,threshold,mean shape,شكل المتوسط,الشكل المتوسط,threshold,metric score,النتيجة المترية,درجة المقياس,threshold,momentum encoder,مشفّر الزخم,مشفر الزخم,threshold
net,الشبكة,شبكة,threshold,neural generation model,نموذج توليد عصبي,نموذج التوليد العصبي,threshold,optimal solution,حل أمثل,الحل الأمثل,threshold,permutation matrix,مصفوفة التباديل,مصفوفة التبديل,threshold,perplexity score,درجة التعقيد,درجة الارتباك,threshold
primal objective function,وظيفة الهدف الأولية,دالة الهدف الأولية,threshold,projective camera,الكاميرا الإسقاطية,كاميرا إسقاطية,threshold,regularization strength,قوة الانتظام,قوة التنظيم,threshold,representation learning,التعلم التمثيلي,تعلم التمثيل,threshold,reverse-mode,وضع العكس,الوضع العكسي,threshold
row vector,متجه صف,متجه الصف,threshold,stochastic matrix,مصفوفة احتمالية,المصفوفة العشوائية,threshold,synthetic dataset,مجموعة بيانات اصطناعية,مجموعة بيانات صناعية,threshold,topic proportion,نسبة الموضوعات,نسبة الموضوع,threshold,training token,توكن التدريب,رمز التدريب,threshold
transformation matrix,مصفوفة التحول,مصفوفة التحويل,threshold,tree search,بحث شجري,بحث الشجرة,threshold,user-item matrix,مصفوفة المستخدم-item,مصفوفة المستخدم-العنصر,threshold,vectorization,تحويل المتجهات,تحويل إلى متجهات,threshold,voxel representation,تمثيل فوكسل,تمثيل الفوكسل,threshold
